K12D0555_H0513:1b-0	@1b [dd] #//	[dd]_4 
K12D0555_H0513:204a-2	nang 'khor bud med btsun mo de //	nang_0 'khor_5 'bud_11 med_15 btsun_19 mo_25 de_28 
K12D0555_H0513:204a-3	brgyal te sa la 'gyel mthong nas //	brgyal_0 te_7 sa_10 la_13 'gyel_16 mthong_22 nas_29 
K12D0555_H0513:204a-4	skad cher phyung ste rab tu dus //	skad_0 cher_5 'byin_10 ste_17 rab_21 tu_25 dus_28 
K12D0555_H0513:204a-5	mya ngan sngangs skrag gnas kyang stor //	mya_0 ngan_4 sngang_9 skrag_17 gnas_23 kyang_28 stor_34 
K12D0555_H0513:204a-6	rgyal pos tshig de thos pas na //	rgyal_0 pos_6 tshig_10 de_16 thos_19 ba_24 na_28 
K12D0555_H0513:204a-7	mya ngan rang nyid gzung ma nus //	mya_0 ngan_4 rang_9 nyid_14 gzung_19 ma_25 nus_28 
K12D0555_H0513:204a-8	blon po thams cad bkug nas ni //	blon_0 po_5 thams_8 cad_14 'gugs_18 nas_23 ni_27 
K12D0555_H0513:204a-9	bu sdug tshol ba yongs su bkye //	bu_0 sdug_3 tshol_8 ba_14 yongs_17 su_23 'gyed_26 
K12D0555_H0513:204a-10	thams cad grong khyer phyir byung ste //	thams_0 cad_6 grong_10 'khyer_16 phyir_22 'byung_28 ste_34 
K12D0555_H0513:204a-11	de dag de dag kun tu btsal //	de_0 'dag_3 de_7 'dag_10 kun_14 tu_18 btsal_21 
K12D0555_H0513:204a-12	ngus nas mi ni mang po la //	ngu_0 nas_5 mi_9 ni_12 mang_15 po_20 la_23 
K12D0555_H0513:204a-13	rgyal bu gang na yod ces smras //	rgyal_0 bu_6 gang_9 na_14 yod_17 ces_21 smras_25 
K12D0555_H0513:204a-14	da ltar gson nam 'on te shi ;gang du song ba su yis shes //	da_0 ltar_3 gson_8 nam_13 'on_17 te_21 'chi_24 ;gang_28 du_34 'gro_37 ba_42 su_45 yis_48 shes_52 
K12D0555_H0513:204a-15	ji ltar byas na mthong gyur nas //	ji_0 ltar_3 byed_8 na_13 mthong_16 gyur_23 nas_28 
K12D0555_H0513:204a-16	bdag cag mya ngan bsal bar 'gyur //	bdag_0 cag_5 mya_9 ngan_13 bsal_18 ba_23 'gyur_27 
K12D0555_H0513:204a-17	skye bo mang po thams cad kun //	skye_0 'bo_5 mang_8 po_13 thams_16 cad_22 kun_26 
K12D0555_H0513:204a-18	rgyal bu de ni shi zer bas; ;thos pa thams cad rab tu gdung //	rgyal_0 bu_6 de_9 ni_12 'chi_15 zer_19 bas;_23 ;thos_28 ba_34 thams_37 cad_43 rab_47 tu_51 gdung_54 
K12D0555_H0513:204a-19	smre sngags sdug bsngal brjod par dka'//	smre_0 sngags_5 sdug_12 sngal_17 rjod_24 ba_30 
K12D0555_H0513:204a-20	de tshe rgyal po shing rta che //	de_0 tshe_3 rgyal_8 po_14 shing_17 rta_23 che_27 
K12D0555_H0513:204a-21	cho nges smras nas stan las langs //	cho_0 nges_4 smras_9 nas_15 stan_19 las_24 ldang_28 
K12D0555_H0513:204a-22	btsun mo'i drung du nyer song ste //	btsun_0 mo_6 drung_11 du_17 nyer_20 'gro_25 ste_30 
K12D0555_H0513:204a-23	de yi lus la chus kyang gtor //	de_0 yi_3 lus_6 la_10 chus_13 kyang_18 'thor_24 
K12D0555_H0513:204a-24	btsun mo chus ni gtor bas na //	btsun_0 mo_6 chus_9 ni_14 'thor_17 ba_22 na_26 
K12D0555_H0513:204a-25	ring zhig lon nas dran pa thob //	ring_0 'jig_5 lon_10 nas_14 dran_18 ba_23 'thob_26 
K12D0555_H0513:204a-26	rab smras rgyal po la zhus pa //	rab_0 smras_4 rgyal_10 po_16 la_19 zhus_22 ba_27 
K12D0555_H0513:204a-27	bdag bu de ltar gang na mchis //	bdag_0 bu_5 de_8 ltar_11 gang_16 na_21 mchis_24 
K12D0555_H0513:204a-28	rgyal pos btsun mo la bsgo ba //	rgyal_0 pos_6 btsun_10 mo_16 la_19 sgo_22 ba_27 
K12D0555_H0513:204a-29	ngas ni pho nya mang bkye ste //	ngas_0 ni_5 pho_8 nya_12 mang_16 'gyed_21 ste_26 
K12D0555_H0513:204a-30	phyogs bzhir rgyal bu tshol bcug na //	phyogs_0 bzhir_7 rgyal_13 bu_19 tshol_22 'jug_28 na_33 
K12D0555_H0513:204a-31	da dung gtam skyel yong ma 'ongs //	da_0 dung_3 'dam_8 skyel_13 yong_19 ma_24 'ongs_27 
K12D0555_H0513:204b-0	rgyal @204b pos btsun mo yang bsgo ba //	rgyal_0 pos_12 btsun_16 mo_22 yang_25 sgo_30 ba_35 
K12D0555_H0513:204b-1	khyod ni mya ngan ma byed par //	khyod_0 ni_6 mya_9 ngan_13 ma_18 byed_21 ba_26 
K12D0555_H0513:204b-2	re zhig rang nyid bde bar byos //	re_0 'jig_3 rang_8 nyid_13 bde_18 ba_22 byos_26 
K12D0555_H0513:204b-3	lhan cig phyir byung btsal bar bya //	lhan_0 cig_5 phyir_9 'byung_15 btsal_21 ba_27 byed_31 
K12D0555_H0513:204b-4	de nas rgyal po btsun mo bcas //	de_0 nas_3 rgyal_7 po_13 btsun_16 mo_22 'cha'_25 
K12D0555_H0513:204b-5	bzhon pa zhon nas mdun du chas //	bzhon_0 ba_6 zhon_9 nas_14 mdun_18 du_23 cha_26 
K12D0555_H0513:204b-6	smre ba'i skad kyis cho nges btab //	smre_0 ba_5 skad_10 kyis_15 cho_20 nges_24 'debs_29 
K12D0555_H0513:204b-7	gdung sems me ni 'bar ba 'dra //	gdung_0 sems_6 me_11 ni_14 'bar_17 ba_22 'dra_25 
K12D0555_H0513:204b-8	ya rabs ma rabs brgya stong rnams //	ya_0 rabs_3 ma_8 rabs_11 brgya_16 stong_22 rnams_28 
K12D0555_H0513:204b-9	rgyal po'i rjes su grong khyer byung //	rgyal_0 po_6 rjes_11 su_16 grong_19 'khyer_25 'byung_31 
K12D0555_H0513:204b-10	brtse ba'i ngu sgra mi chad par //	brtse_0 ba_6 ngu_11 sgra_15 mi_20 'chad_23 ba_28 
K12D0555_H0513:204b-11	so sor rgyal bu yongs su btsal //	so_0 sor_3 rgyal_7 bu_13 yongs_16 su_22 btsal_25 
K12D0555_H0513:204b-12	rgyal pos bu sdug btsal ba'i phyir //	rgyal_0 pos_6 bu_10 sdug_13 btsal_18 ba_24 phyir_29 
K12D0555_H0513:204b-13	mig gis phyogs bzhir bltas pa las //	mig_0 gis_4 phyogs_8 bzhir_15 lta_21 ba_27 las_30 
K12D0555_H0513:204b-14	skra bshig khrag gis lus bskul te //	skra_0 'jig_5 khrag_11 gis_17 lus_21 skul_25 te_31 
K12D0555_H0513:204b-15	lus kun rdul gyis gos pa dang //	lus_0 kun_4 rdul_8 gyis_13 gos_18 ba_22 dang_25 
K12D0555_H0513:204b-16	dus nas mdun bcad 'ong ba yi //	dus_0 nas_4 mdun_8 gcod_13 'ong_18 ba_23 yi_26 
K12D0555_H0513:204b-17	mi zhig kyang ni mthong bar gyur //	mi_0 'jig_3 kyang_8 ni_14 mthong_17 ba_24 gyur_28 
K12D0555_H0513:204b-18	rgyal pos ltas ngan de mthong nas //	rgyal_0 pos_6 ltas_10 ngan_15 de_20 mthong_23 nas_30 
K12D0555_H0513:204b-19	lhag par mya ngan skyes par gyur //	lhag_0 ba_5 mya_9 ngan_13 skye_18 ba_24 gyur_28 
K12D0555_H0513:204b-20	rgyal pos lag pa gnyis bteg nas //	rgyal_0 pos_6 lag_10 ba_14 gnyis_17 bteg_23 nas_28 
K12D0555_H0513:204b-21	brtse bas dus te bkag ma nus //	brtse_0 ba_6 dus_10 te_14 'gog_17 ma_22 nus_25 
K12D0555_H0513:204b-22	thog mar blon po chen po zhig /	thogs_0 mar_5 blon_9 po_14 chen_17 po_22 'jig_25 
K12D0555_H0513:204b-23	rings brtabs rgyal po drung 'ongs nas; ;rgyal po de la 'di skad smras //	'dring_0 rtab_6 rgyal_13 po_19 drung_22 'ongs_28 nas;_34 ;rgyal_39 po_46 de_49 la_52 'di_55 skad_59 smras_64 
K12D0555_H0513:204b-24	lha ni thugs ngan mi mdzad gsol //	lha_0 ni_4 thugs_7 ngan_13 mi_18 mdzad_21 gsol_27 
K12D0555_H0513:204b-25	lha yi thugs brtse sras bu de //	lha_0 yi_4 thugs_7 brtse_13 sras_19 bu_24 de_27 
K12D0555_H0513:204b-26	da dung rnyed par ma gyur kyang //	da_0 dung_3 rnyed_8 ba_14 ma_18 gyur_21 kyang_26 
K12D0555_H0513:204b-27	ring por mi thogs phyin par mchi; ;lha ni thugs ngan mi mdzad gsol //	ring_0 por_5 mi_9 thogs_12 phyin_18 ba_24 mchi;_28 ;lha_34 ni_39 thugs_42 ngan_48 mi_53 mdzad_56 gsol_62 
K12D0555_H0513:204b-28	rgyal po yang ni song ba las //	rgyal_0 po_6 yang_9 ni_14 'gro_17 ba_22 las_25 
K12D0555_H0513:204b-29	blon po 'bring po 'ongs pa mthong //	blon_0 po_5 'bring_8 po_15 'ongs_18 ba_24 mthong_27 
K12D0555_H0513:204b-30	blon po rgyal po drung 'ongs nas //	blon_0 po_5 rgyal_8 po_14 drung_17 'ongs_23 nas_29 
K12D0555_H0513:205a-0	dus te rgyal la 'di skad @205a *//	dus_0 te_4 rgyal_7 la_13 'di_16 skad_20 
K12D0555_H0513:205a-1	smras; ;rgyal bu gnyis ni bzhugs pa yang //	smras;_0 ;rgyal_7 bu_14 gnyis_17 ni_23 bzhugs_26 ba_33 yang_36 
K12D0555_H0513:205a-2	mya ngan zhugs kyis yongs su gdungs //	mya_0 ngan_4 'jug_9 kyis_15 yongs_20 su_26 gdung_29 
K12D0555_H0513:205a-3	rgyal bu tha chung gang lags pa //	rgyal_0 bu_6 tha_9 chung_13 gang_19 lags_24 ba_29 
K12D0555_H0513:205a-4	de ni mi rtag pa yis med; ;bu btsas stag mo ltogs pa zhig /	de_0 ni_3 mi_6 rtag_9 ba_14 yis_17 med;_21 ;bu_26 btsas_30 stag_36 mo_41 ltogs_44 ba_50 'jig_53 
K12D0555_H0513:205a-5	bu 'tshal snyam pa gzigs nas ni //	bu_0 'tshal_3 snyam_10 ba_16 gzigs_19 nas_25 ni_29 
K12D0555_H0513:205a-6	rgyal bu sems can chen po yis //	rgyal_0 bu_6 sems_9 can_14 chen_18 po_23 yis_26 
K12D0555_H0513:205a-7	thugs rje chen po'i sems bskyed de //	thugs_0 rje_6 chen_10 po_15 sems_20 skyed_25 de_32 
K12D0555_H0513:205a-8	bla med lam ni gnyer ba dang //	bla_0 med_4 lam_8 ni_12 gnyer_15 ba_21 dang_24 
K12D0555_H0513:205a-9	mang po thams cad bzla ba'i slad //	mang_0 po_5 thams_8 cad_14 bzla_18 ba_23 slad_28 
K12D0555_H0513:205a-10	byang chub mchog la 'du shes bcings //	byang_0 chub_6 mchog_11 la_17 'du_20 shes_24 'ching_29 
K12D0555_H0513:205a-11	shin tu zab yangs rgya mtsho bzhin //	shin_0 tu_5 zab_8 yangs_12 rgya_18 mtsho_23 bzhin_29 
K12D0555_H0513:205a-12	ri mtho rtse la 'dzegs nas ni; ;stag mo ltogs mdun sku yang bor //	ri_0 mtho_3 rtse_8 la_13 'dzegs_16 nas_23 ni;_27 ;stag_31 mo_37 ltogs_40 mdun_46 sku_51 yang_55 'bor_60 
K12D0555_H0513:205a-13	nyam chung 'tshal rngo ma thogs nas //	nyam_0 chung_5 'tshal_11 rngo_18 ma_23 thogs_26 nas_32 
K12D0555_H0513:205a-14	'od mas mgur du khrag phyung bas //	'od_0 mas_4 mgur_8 du_13 khrag_16 'byin_22 ba_29 
K12D0555_H0513:205a-15	rgyal bu'i sku ni 'tshal bas nas //	rgyal_0 bu_6 sku_11 ni_15 'tshal_18 ba_25 nas_29 
K12D0555_H0513:205a-16	sku gdung lhag ma tsam zhig lus //	sku_0 gdung_4 lhag_10 ma_15 tsam_18 'jig_23 lus_28 
K12D0555_H0513:205a-17	de tshe rgyal po btsun mor bcas //	de_0 tshe_3 rgyal_8 po_14 btsun_17 mor_23 'cha'_27 
K12D0555_H0513:205a-18	de skad thos nas brgyal bar gyur //	de_0 skad_3 thos_8 nas_13 brgyal_17 ba_24 gyur_28 
K12D0555_H0513:205a-19	sems ni mya ngan mtshor bying ste //	sems_0 ni_5 mya_8 ngan_12 mtshor_17 'bying_24 ste_30 
K12D0555_H0513:205a-20	nyon mongs me yis rab tu bsregs/	nyon_0 mongs_5 me_11 yis_14 rab_18 tu_22 
K12D0555_H0513:205a-21	blon pos tsandan chu dag gis //	blon_0 pos_5 tsandan_9 chu_17 'dag_21 gis_25 
K12D0555_H0513:205a-22	rgyal po btsun mo gtor bas na //	rgyal_0 po_6 btsun_9 mo_15 'thor_18 ba_23 na_27 
K12D0555_H0513:205a-23	cig car langs nas rab tu dus //	cig_0 car_4 ldang_8 nas_14 rab_18 tu_22 dus_25 
K12D0555_H0513:205a-24	lag bteg brang dag la yang brdungs //	lag_0 bteg_4 brang_9 'dag_15 la_19 yang_22 rdung_27 
K12D0555_H0513:205a-25	blon po chung ngu 'ongs nas ni; ;rgyal po de la 'di skad smras //	blon_0 po_5 chung_8 ngu_14 'ongs_18 nas_24 ni;_28 ;rgyal_32 po_39 de_42 la_45 'di_48 skad_52 smras_57 
K12D0555_H0513:205a-26	bdag gis rgyal bu gnyis po ni //	bdag_0 gis_5 rgyal_9 bu_15 gnyis_18 po_24 ni_27 
K12D0555_H0513:205a-27	tshal na brgyal bar gyur pa mthong //	tshal_0 na_6 brgyal_9 ba_16 gyur_20 ba_25 mthong_28 
K12D0555_H0513:205a-28	bdag gis chab grang gtor bas na //	bdag_0 gis_5 chab_9 grang_14 'thor_20 ba_25 na_29 
K12D0555_H0513:205b-0	dran pa @205b cung zad thob par gyur //	dran_0 ba_5 cung_14 zad_19 'thob_23 ba_28 gyur_32 
K12D0555_H0513:205b-1	phyogs bzhi dag tu gzigs pa ni //	phyogs_0 bzhi_7 'dag_12 tu_16 gzigs_19 ba_25 ni_28 
K12D0555_H0513:205b-2	rab tu 'bar me kun khyab 'dra //	rab_0 tu_4 'bar_7 me_12 kun_15 khyab_19 'dra_25 
K12D0555_H0513:205b-3	skad cig bzhengs kyang slar yang 'gyel //	skad_0 cig_5 bzhengs_9 kyang_17 slar_23 yang_28 'gyel_33 
K12D0555_H0513:205b-4	cho nges bdag nyid 'dzin mi spyod //	cho_0 nges_4 bdag_9 nyid_14 'dzin_19 mi_25 spyod_28 
K12D0555_H0513:205b-5	phyag bteg brtse ba'i tshig dag gis //	phyag_0 bteg_6 brtse_11 ba_17 tshig_22 'dag_28 gis_32 
K12D0555_H0513:205b-6	gcung gi ya mtshan bsngags par mdzad //	gcung_0 gi_6 ya_9 mtshan_12 bsngags_19 ba_27 mdzad_31 
K12D0555_H0513:205b-7	rgyal pos de skad thos nas kyang //	rgyal_0 pos_6 de_10 skad_13 thos_18 nas_23 kyang_27 
K12D0555_H0513:205b-8	mya ngan me yi lhag par btsos //	mya_0 ngan_4 me_9 yi_12 lhag_15 ba_20 btsos_24 
K12D0555_H0513:205b-9	btsun mos rab tu dus nas ni; ;skad cher phyung ste 'di skad smras //	btsun_0 mos_6 rab_10 tu_14 dus_17 nas_21 ni;_25 ;skad_29 cher_35 'byin_40 ste_47 'di_51 skad_55 smras_60 
K12D0555_H0513:205b-10	bdag gi bu sdug lhag par byams pa de //	bdag_0 gi_5 bu_8 sdug_11 lhag_16 ba_21 byams_25 ba_31 de_34 
K12D0555_H0513:205b-11	mi rtag srin po dag gis med par gyur //	mi_0 rtag_3 srin_8 po_13 'dag_16 gis_20 med_24 ba_28 gyur_32 
K12D0555_H0513:205b-12	da ltar bu gnyis lus par gyur pa yang //	da_0 ltar_3 bu_8 gnyis_11 lus_17 ba_21 gyur_25 ba_30 yang_33 
K12D0555_H0513:205b-13	mya ngan me yis rab bsregs nyon yang mongs //	mya_0 ngan_4 me_9 yis_12 rab_16 bsregs_20 nyon_27 yang_32 mongs_37 
K12D0555_H0513:205b-14	bdag deng ri drung dag tu myur song la //	bdag_0 deng_5 ri_10 drung_13 'dag_19 tu_23 myur_26 'gro_31 la_36 
K12D0555_H0513:205b-15	spro bskyed srog gi lhag ma bsrung bar bya //	spro_0 skyed_5 srog_12 gi_17 lhag_20 ma_25 bsrung_28 ba_35 byed_39 
K12D0555_H0513:205b-16	de nas bzhon zhon lam du myur zhugs nas //	de_0 nas_3 bzhon_7 zhon_13 lam_18 du_22 myur_25 'jug_30 nas_36 
K12D0555_H0513:205b-17	rtse gcig sems kyis lus spangs brag drung song //	rtse_0 gcig_5 sems_10 kyis_15 lus_20 spong_24 brag_31 drung_36 'gro_42 
K12D0555_H0513:205b-18	bu gnyis yid bcags brang brdungs spyod tshul nyams //	bu_0 gnyis_3 yid_9 'jags_13 brang_19 rdung_25 spyod_33 tshul_39 nyams_45 
K12D0555_H0513:205b-19	'gro bzhin ngu ba dag dang lam du phrad //	'gro_0 bzhin_5 ngu_11 ba_15 'dag_18 dang_22 lam_27 du_31 'phrad_34 
K12D0555_H0513:205b-20	pha mas pang blangs mya ngan smre sngags bton //	pha_0 mas_4 pang_8 blangs_13 mya_20 ngan_24 smre_29 sngags_34 'don_41 
K12D0555_H0513:205b-21	cig car lus btang ri dang nags su dong //	cig_0 car_4 lus_8 gtong_12 ri_18 dang_21 nags_26 su_31 'dong_34 
K12D0555_H0513:205b-22	byang chub sems dpas lus spangs nags phyin nas //	byang_0 chub_6 sems_11 dpas_16 lus_21 spong_25 nags_32 phyin_37 nas_43 
K12D0555_H0513:205b-23	lhan cig 'dus nas rab ngus sdug bsngal che; ;rgyan phreng bkrol te snying tshims dus nas ni //	lhan_0 cig_5 'du_9 nas_14 rab_18 ngu_22 sdug_27 sngal_32 che;_39 ;rgyan_44 phreng_51 'grol_58 te_64 snying_67 tshims_74 dus_81 nas_85 ni_89 
K12D0555_H0513:205b-24	byang chub sems dpa'i rus bu lhag ma bsdus //	byang_0 chub_6 sems_11 dpa_16 rus_22 bu_26 lhag_29 ma_34 sdud_37 
K12D0555_H0513:205b-25	skye bo mang pos lhan cig mchod pa byas //	skye_0 'bo_5 mang_8 pos_13 lhan_17 cig_22 mchod_26 ba_32 byed_35 
K12D0555_H0513:206a-0	rin chen sna bdun mchod @206a *//	rin_0 chen_4 sna_9 bdun_13 mchod_18 
K12D0555_H0513:206a-1	rten brtsigs nas ni //	rten_0 brtsigs_5 nas_13 ni_17 
K12D0555_H0513:206a-2	ring bsrel de ni sgrom gyi nang du bzhag /	ring_0 bsrel_5 de_11 ni_14 sgrom_17 gyi_23 nang_27 du_32 'jog_35 
K12D0555_H0513:206a-3	mya ngan bcas bzhin slar ni grong khyer dong //	mya_0 ngan_4 'cha'_9 bzhin_14 slar_20 ni_25 grong_28 'khyer_34 'dong_40 
K12D0555_H0513:206a-4	kun dga' la ni bka' stsal pa; ;sngon byung sems can chen po ni //	kun_0 dga'_4 la_9 ni_12 bka'_15 stsal_20 pa;_26 ;sngon_30 'byung_37 sems_43 can_48 chen_52 po_57 ni_60 
K12D0555_H0513:206a-5	sh'akya thub pa nga yin pas //	sh_0 thub_8 ba_13 nga_16 yin_20 ba_24 
K12D0555_H0513:206a-6	gzhan yin snyam du bsam mi bya //	gzhan_0 yin_6 snyam_10 du_16 bsam_19 mi_24 byed_27 
K12D0555_H0513:206a-7	rgyal po zas gtsang yab yin te //	rgyal_0 po_6 zas_9 gtsang_13 yab_20 yin_24 te_28 
K12D0555_H0513:206a-8	btsun mo nga yum sgyu 'phrul yin; ;rgyal bu chen po byams pa yin //	btsun_0 mo_6 nga_9 yum_13 sgyu_17 'phrul_22 yin;_29 ;rgyal_34 bu_41 chen_44 po_49 byams_52 ba_58 yin_61 
K12D0555_H0513:206a-9	rgyal bu 'bring po 'jam dpal yin //	rgyal_0 bu_6 'bring_9 po_16 'jam_19 dpal_24 yin_29 
K12D0555_H0513:206a-10	stag mo skye dgu'i bdag mo yin //	stag_0 mo_5 skye_8 dgu_13 bdag_19 mo_24 yin_27 
K12D0555_H0513:206a-11	bu lnga dge slong lnga po yin //	bu_0 lnga_3 dge_8 slong_12 lnga_18 po_23 yin_26 
K12D0555_H0513:206a-12	gcig ni mood gal chen po'i bu //	gcig_0 ni_5 mood_8 gal_13 chen_17 po_22 bu_27 
K12D0555_H0513:206a-13	gcig ni sh'a ri'i bu yin no //	gcig_0 ni_5 sh_8 ri_13 bu_18 yin_21 no_25 
K12D0555_H0513:206a-14	ngas ni khyed cag thams cad la //	ngas_0 ni_5 'khyed_8 cag_14 thams_18 cad_24 la_28 
K12D0555_H0513:206a-15	sngon gzhan phan btags pa yi gtam //	sngon_0 gzhan_6 phan_12 'dogs_17 ba_23 yi_26 'dam_29 
K12D0555_H0513:206a-16	byang chub sems dpa'i spyod pa bshad //	byang_0 chub_6 sems_11 dpa_16 spyod_22 ba_28 'chad_31 
K12D0555_H0513:206a-17	sangs rgyas 'grub rgyu 'di slob byos //	sangs_0 rgya_6 'grub_12 rgyu_18 'di_23 slob_27 byos_32 
K12D0555_H0513:206a-18	byang chub sems dpas lus btang tshe //	byang_0 chub_6 sems_11 dpas_16 lus_21 gtong_25 tshe_31 
K12D0555_H0513:206a-19	smon lam rgya chen 'di skad btab //	smon_0 lam_5 rgya_9 chen_14 'di_19 skad_23 'debs_28 
K12D0555_H0513:206a-20	bdag lus rus pa lhag ma yis //	bdag_0 lus_5 rus_9 ba_13 lhag_16 ma_21 yis_24 
K12D0555_H0513:206a-21	ma 'ongs sems can phan 'dogs shog /	ma_0 'ongs_3 sems_9 can_14 phan_18 'dogs_23 shog_29 
K12D0555_H0513:206a-22	'di ni lus btang gnas yin te //	'di_0 ni_4 lus_7 gtong_11 gnas_17 yin_22 te_26 
K12D0555_H0513:206a-23	rin chen sna bdun mchod rten de //	rin_0 chen_4 sna_9 bdun_13 mchod_18 rten_24 de_29 
K12D0555_H0513:206a-24	lo ni tshad med bar du gnas //	lo_0 ni_3 tshad_6 med_12 ba_16 du_20 gnas_23 
K12D0555_H0513:206a-25	de nas sa 'og bying bar 'gyur //	de_0 nas_3 sa_7 'og_10 'bying_14 ba_20 'gyur_24 
K12D0555_H0513:206a-26	sngon gyi smon lam mthu stobs kyis //	sngon_0 gyi_6 smon_10 lam_15 mthu_19 stobs_24 kyis_30 
K12D0555_H0513:206a-27	rkyen ni ji bzhin sems can zlos //	rkyen_0 ni_6 ji_9 bzhin_12 sems_18 can_23 zlos_27 
K12D0555_H0513:206a-28	lha mi kun la phan gdags phyir //	lha_0 mi_4 kun_7 la_11 phan_14 'dogs_19 phyir_25 
K12D0555_H0513:206a-29	sa las 'phags te byung ba yin //	sa_0 las_3 'phag_7 te_14 'byung_17 ba_23 yin_26 
K12D0555_H0513:206b-0	de'i tshe bcom ldan 'das @206b kyis sngon gyi rgyud 'di bstan pa na lha dang /	de_0 tshe_5 'joms_10 ldan_15 'da'_20 kyis_31 sngon_36 gyi_42 brgyud_46 'di_52 ston_56 ba_62 na_65 lha_68 dang_72 
K12D0555_H0513:206b-1	mi'i skye bo'i tshogs tshad med grangs med pa snyed yongs su gdung ba dang /	mi_0 skye_5 'bo_10 tshogs_15 tshad_22 med_28 grangs_32 med_39 ba_43 snyed_46 yongs_52 su_58 gdung_61 ba_67 dang_70 
K12D0555_H0513:206b-2	dga' ba chen po skyes te /	dga'_0 ba_5 chen_8 po_13 skye_16 te_22 
K12D0555_H0513:206b-3	sngon chad nam yang 'di lta bu ma byung ngo	sngon_0 'chad_6 nam_11 yang_15 'di_20 lta_24 bu_28 ma_31 'byung_34 ngo_40 
K12D0555_H0513:206b-4	zhes bsngags pa brjod nas thams cad bla na med	zhes_0 bsngags_5 ba_13 rjod_16 nas_22 thams_26 cad_32 bla_36 na_40 med_43 
K12D0555_H0513:206b-5	pa yang dag par rdzogs pa'i byang chub tu sems	ba_0 yang_3 'dag_8 ba_12 rdzogs_16 ba_23 byang_28 chub_34 tu_39 sems_42 
K12D0555_H0513:206b-6	bskyed par gyur to //	skyed_0 ba_7 gyur_11 to_16 
K12D0555_H0513:206b-7	byang chub kyi shing gi lha mo la yang bka' stsal pa /	byang_0 chub_6 kyi_11 shing_15 gi_21 lha_24 mo_28 la_31 yang_34 bka'_39 stsal_44 ba_50 
K12D0555_H0513:206b-8	ngas ni drin lan glan pa'i phyir gus pas phyag byas pa yin no //	ngas_0 ni_5 drin_8 lan_13 glan_17 ba_22 phyir_27 gus_33 ba_37 phyag_41 byed_47 ba_52 yin_55 no_59 
K12D0555_H0513:206b-9	bcom ldan 'das kyis rdzu 'phrul gyi mthu mngon par bsdus pa dang /	'joms_0 ldan_5 'da'_10 kyis_15 rdzu_20 'phrul_25 gyi_32 mthu_36 mngon_41 ba_47 sdud_51 ba_57 dang_60 
K12D0555_H0513:206b-10	mchod rten de yang slar sa'i 'og tu bying bar gyur to //	mchod_0 rten_6 de_11 yang_14 slar_19 sa_24 'og_29 tu_33 'bying_36 ba_42 gyur_46 to_51 
K12D0555_H0513:206b-11	gser 'od dam pa mchog tu rnam par rgyal ba mdo sde'i rgyal po las /	gser_0 'od_5 dam_9 ba_13 mchog_16 tu_22 rnam_25 ba_30 rgyal_34 ba_40 mdo_43 sde_47 rgyal_53 po_59 las_62 
K12D0555_H0513:206b-12	lus yongs su btang ba'i le'u ste nyi shu drug pa'o ////	lus_0 yongs_4 su_10 gtong_13 ba_19 le_24 ste_29 nyi_33 shu_37 drug_41 ba_46 
K12D0555_H0513:206b-13	de'i tshe de bzhin gshegs pa sh'akya thub pas chos kyi rnam grangs 'di bka' stsal pa na /	de_0 tshe_5 de_10 bzhin_13 gshegs_19 ba_26 sh_29 thub_37 ba_42 chos_46 kyi_51 rnam_55 grangs_60 'di_67 bka'_71 stsal_76 ba_82 na_85 
K12D0555_H0513:206b-14	phyogs bcu'i 'jig rten gyi khams nas byang chub sems	phyogs_0 'chu_7 'jig_13 rten_18 gyi_23 khams_27 nas_33 byang_37 chub_43 sems_48 
K12D0555_H0513:206b-15	dpa'i tshogs bye ba khrag khrig brgya stong tshad med	dpa_0 tshogs_6 'bye_13 ba_17 khrag_20 khrig_26 brgya_32 stong_38 tshad_44 med_50 
K12D0555_H0513:206b-16	pa snyed so so nas rang gi zhing khams nas	ba_0 snyed_3 so_9 so_12 nas_15 rang_19 gi_24 zhing_27 khams_33 nas_39 
K12D0555_H0513:206b-17	bya rgod phung po'i ri la phyin te /	byed_0 rgod_4 'phung_9 po_15 ri_20 la_23 phyin_26 te_32 
K12D0555_H0513:206b-18	bcom ldan 'das kyi spyan sngar lhags nas yan lag	'joms_0 ldan_5 'da'_10 kyi_15 spyan_19 sngar_25 lhags_31 nas_37 yan_41 lag_45 
K12D0555_H0513:206b-19	lnga sa la gtugs te bcom ldan 'das la phyag	lnga_0 sa_5 la_8 gtugs_11 te_17 'joms_20 ldan_25 'da'_30 la_35 phyag_38 
K12D0555_H0513:206b-20	byas nas sems rtse gcig tu thal mo sbyar te	byed_0 nas_5 sems_9 rtse_14 gcig_19 tu_24 thal_27 mo_32 sbyor_35 te_41 
K12D0555_H0513:206b-21	mgrin gcig tu tshigs su bcad pa dag gis mngon	mgrin_0 gcig_6 tu_11 tshigs_14 su_21 gcod_24 ba_29 'dag_32 gis_36 mngon_40 
K12D0555_H0513:207a-0	par bstod pa / bcom @207a *//	ba_0 bstod_4 ba_10 'joms_15 
K12D0555_H0513:207a-1	ldan sku mchog gser gyi kha dog ldan //	ldan_0 sku_5 mchog_9 gser_15 gyi_20 kha_24 dog_28 ldan_32 
K12D0555_H0513:207a-2	'od zer kun gsal gser gyi ri bo [?] 'dra //	'od_0 zer_4 kun_8 gsal_12 gser_17 gyi_22 ri_26 'bo_29 'dra_36 
