K07D0045_H0045:1b-0	@1b [dd] #//	[dd]_4 
K07D0045_H0045:58a-20	thams cad mngon sum shes par 'gyur //	thams_0 cad_6 mngon_10 sum_16 shes_20 ba_25 'gyur_29 
K07D0045_H0045:58a-21	gang zhig yang dag rab bshad pa'i //	gang_0 'jig_5 yang_10 'dag_15 rab_19 'chad_23 ba_29 
K07D0045_H0045:58a-22	lam 'di nyid la byang chub yod //	lam_0 'di_4 nyid_8 la_13 byang_16 chub_22 yod_27 
K07D0045_H0045:58a-23	chos rnams de dag bstan pa med //	chos_0 rnams_5 de_11 'dag_14 ston_18 ba_24 med_27 
K07D0045_H0045:58a-24	de dag rnam par gzhig pa'ang med //	de_0 'dag_3 rnam_7 ba_12 'jig_16 ba_22 med_29 
K07D0045_H0045:58a-25	chos rnams thams cad ma bshad des //	chos_0 rnams_5 thams_11 cad_17 ma_21 'chad_24 des_30 
K07D0045_H0045:58a-26	des na rab tu bshad ces bya //	des_0 na_4 rab_7 tu_11 'chad_14 ces_20 byed_24 
K07D0045_H0045:58a-27	de yi phyir na ston pa ni //	de_0 yi_3 phyir_6 na_12 ston_15 ba_20 ni_23 
K07D0045_H0045:58a-28	khyim pa rnams la chos ston te //	khyim_0 ba_6 rnams_9 la_15 chos_18 ston_23 te_28 
K07D0045_H0045:58a-29	'bru mar rnams kyi mar me bus //	'bru_0 mar_5 rnams_9 kyi_15 mar_19 me_23 'bud_26 
K07D0045_H0045:58a-30	de tshe mig gis shes par 'gyur //	de_0 tshe_3 mig_8 gis_12 shes_16 ba_21 'gyur_25 
K07D0045_H0045:58a-31	sh'akya seng ge'i bstan pa ni //	sh_0 seng_8 ge_13 ston_18 ba_24 ni_27 
K07D0045_H0045:58a-32	bshad pa'i tshe na rgyun mi gcad //	'chad_0 ba_6 tshe_11 na_16 rgyun_19 mi_25 gcod_28 
K07D0045_H0045:58b-0	myur du ngan 'gror @58b song nga re //	myur_0 du_5 ngan_8 'gror_13 'gro_24 nga_29 re_33 
K07D0045_H0045:58b-1	dmus long du'ang myur du 'gyur //	dmus_0 long_5 du_10 myur_17 du_22 'gyur_25 
K07D0045_H0045:58b-2	rgyal ba'i bstan pa shod cig ces //	rgyal_0 ba_6 ston_11 ba_17 shod_20 cig_25 ces_29 
K07D0045_H0045:58b-3	yang dang yang du gsol ba gdab //	yang_0 dang_5 yang_10 du_15 gsol_18 ba_23 gdab_26 
K07D0045_H0045:58b-4	de ni dge ba'i rtsa ba des //	de_0 ni_3 dge_6 ba_10 rtsa_15 ba_20 des_23 
K07D0045_H0045:58b-5	'khor lo dam pa bskor bar 'gyur //	'khor_0 lo_6 dam_9 ba_13 skor_16 ba_22 'gyur_26 
K07D0045_H0045:58b-6	bar chad byed par mi bya ste //	ba_0 'chad_4 byed_9 ba_14 mi_18 byed_21 ste_25 
K07D0045_H0045:58b-7	chos kyi bar chad byas pas na //	chos_0 kyi_5 ba_9 'chad_13 byed_18 ba_23 na_27 
K07D0045_H0045:58b-8	bud med mi bzad chen po dang //	'bud_0 med_4 mi_8 bzad_11 chen_16 po_21 dang_24 
K07D0045_H0045:58b-9	long sgur rab sdig gyur ta re //	long_0 sgur_5 rab_10 sdig_14 gyur_19 ta_24 re_27 
K07D0045_H0045:58b-10	de ni gzugs rnams mi mthong zhing; ;de ni cung zad mi thos te //	de_0 ni_3 gzugs_6 rnams_12 mi_18 mthong_21 zhing;_28 ;de_35 ni_39 cung_42 zad_47 mi_51 thos_54 te_59 
K07D0045_H0045:58b-11	skye ba po zhig mun khung du //	skye_0 ba_5 po_8 'jig_11 mun_16 khung_20 du_26 
K07D0045_H0045:58b-12	bcug nas 'dug pa ji bzhin no //	'jug_0 nas_5 'dug_9 ba_14 ji_17 bzhin_20 no_26 
K07D0045_H0045:58b-13	chung ma'i phyir ni phrag dog can //	chung_0 ma_6 phyir_11 ni_17 phrag_20 dog_26 can_30 
K07D0045_H0045:58b-14	bar chad dag ni byas pas na //	ba_0 'chad_4 'dag_9 ni_13 byed_16 ba_21 na_25 
K07D0045_H0045:58b-15	myur du 'chi ba'i dus byas nas //	myur_0 du_5 'chi_8 ba_13 dus_18 byed_22 nas_27 
K07D0045_H0045:58b-16	shin tu sdig can bud med 'gyur //	shin_0 tu_5 sdig_8 can_13 'bud_17 med_21 'gyur_25 
K07D0045_H0045:58b-17	skra ni ser zhing kham pa dang //	skra_0 ni_5 ser_8 zhing_12 kham_18 ba_23 dang_26 
K07D0045_H0045:58b-18	gnag cing blta na mi sdug dang //	gnag_0 cing_5 lta_10 na_15 mi_18 sdug_21 dang_26 
K07D0045_H0045:58b-19	shin tu mi zad rkang gyol dang //	shin_0 tu_5 mi_8 zad_11 rkang_15 gyol_21 dang_26 
K07D0045_H0045:58b-20	'on par 'gyur zhing lce med 'gyur //	'on_0 ba_4 'gyur_8 zhing_14 lce_20 med_24 'gyur_28 
K07D0045_H0045:58b-21	phrag dog can gyi skyes pa ni //	phrag_0 dog_6 can_10 gyi_14 skye_18 ba_24 ni_27 
K07D0045_H0045:58b-22	'dod pa'i ched du 'di 'dra'i gnas //	'dod_0 ba_5 ched_10 du_15 'di_18 'dra_22 gnas_29 
K07D0045_H0045:58b-23	shin tu mi bzad 'di dag ni //	shin_0 tu_5 mi_8 bzad_11 'di_16 'dag_20 ni_24 
K07D0045_H0045:58b-24	yang dang yang du myur du 'gyur //	yang_0 dang_5 yang_10 du_15 myur_18 du_23 'gyur_26 
K07D0045_H0045:58b-25	'od srung /	'od_0 srung_4 
K07D0045_H0045:58b-26	gzhan yang byang chub sems dpa' khyim pas chos gsum mi bya ste /	gzhan_0 yang_6 byang_11 chub_17 sems_22 dpa'_27 khyim_32 ba_38 chos_42 gsum_47 mi_52 byed_55 ste_59 
K07D0045_H0045:58b-27	gsum gang zhe na /	gsum_0 gang_5 zhe_10 na_14 
K07D0045_H0045:58b-28	gzhan gyi sbyin pa la ma bos sam /	gzhan_0 gyi_6 sbyin_10 ba_16 la_19 ma_22 'bod_25 sam_29 
K07D0045_H0045:58b-29	thabs med par mar gyi snying khu yang sbyin par mi bya zhing /	thabs_0 med_6 ba_10 mar_14 gyi_18 snying_22 khu_29 yang_33 sbyin_38 ba_44 mi_48 byed_51 zhing_55 
K07D0045_H0045:58b-30	gzhan ci yang rung ste /	gzhan_0 ci_6 yang_9 rung_14 ste_19 
K07D0045_H0045:58b-31	sbyin par dka' ba'i yongs su gtang ba sbyin par mi bya ba dang /	sbyin_0 ba_6 dka'_10 ba_15 yongs_20 su_26 gtong_29 ba_35 sbyin_38 ba_44 mi_48 byed_51 ba_55 dang_58 
K07D0045_H0045:58b-32	des rab tu 'byung ba'i bar chad mi bya zhing /	des_0 rab_4 tu_8 'byung_11 ba_18 ba_23 'chad_27 mi_32 byed_35 zhing_39 
K07D0045_H0045:58b-33	rab tu ma byung ba yang rab tu 'byung ba yang dag par 'dzin du 'jug pa dang /	rab_0 tu_4 ma_7 'byung_10 ba_16 yang_19 rab_24 tu_28 'byung_31 ba_38 yang_41 'dag_46 ba_50 'dzin_54 du_60 'jug_63 ba_68 dang_71 
K07D0045_H0045:59a-0	@59a *// de bzhin gshegs pa'i ring bsrel gyi mchod rten gyi zhal ta bya zhing /	de_9 bzhin_12 gshegs_18 ba_25 ring_30 bsrel_35 gyi_41 mchod_45 rten_51 gyi_56 zhal_60 ta_65 byed_68 zhing_72 
K07D0045_H0045:59a-1	lag dpon du bsko ba'i gnas su bskos na yang de la brten te /	lag_0 dpon_4 du_9 sko_12 ba_17 gnas_22 su_27 sko_30 na_36 yang_39 de_44 la_47 rten_50 te_56 
K07D0045_H0045:59a-2	yo byad du spyad par mi bya ba ste /	yo_0 byad_3 du_8 spyod_11 ba_17 mi_21 byed_24 ba_28 ste_31 
K07D0045_H0045:59a-3	byang chub sems dpa' khyim pas chos gsum po de dag mi bya'o //	byang_0 chub_6 sems_11 dpa'_16 khyim_21 ba_27 chos_31 gsum_36 po_41 de_44 'dag_47 mi_51 byed_54 
K07D0045_H0045:59a-4	de la 'di skad ces bya ste /	de_0 la_3 'di_6 skad_10 ces_15 byed_19 ste_23 
K07D0045_H0045:59a-5	pha rol sbyin pa sbyin pa'i tshe //	pha_0 rol_4 sbyin_8 ba_14 sbyin_17 ba_23 tshe_28 
K07D0045_H0045:59a-6	rigs pa min la sbyin mi bya //	rigs_0 ba_5 min_8 la_12 sbyin_15 mi_21 byed_24 
K07D0045_H0045:59a-7	sbyin pa skyon chags thams cad ni //	sbyin_0 ba_6 skyon_9 chags_15 thams_21 cad_27 ni_31 
K07D0045_H0045:59a-8	skye bo dkon la sbyin mi bya //	skye_0 'bo_5 dkon(d)_8 la_13 sbyin_16 mi_22 byed_25 
K07D0045_H0045:59a-9	dad pas der ni song nas su //	dad_0 ba_4 der_8 ni_12 'gro_15 nas_20 su_24 
K07D0045_H0045:59a-10	thal mo sbyar te 'dug par bya //	thal_0 mo_5 sbyor_8 te_14 'dug_17 ba_22 byed_26 
K07D0045_H0045:59a-11	sbyin dang sbyin par yang dang yang; ;yid ni rab tu dga' bar bya //	sbyin_0 dang_6 sbyin_11 ba_17 yang_21 dang_26 yang;_31 ;yid_37 ni_42 rab_45 tu_49 dga'_52 ba_57 byed_61 
K07D0045_H0045:59a-12	de nyid dge 'dun gnas pa der //	de_0 nyid_3 dge_8 'dun_12 gnas_17 ba_22 der_25 
K07D0045_H0045:59a-13	spro ba shin tu chung 'gyur na //	spro_0 ba_5 shin_8 tu_13 chung_16 'gyur_22 na_28 
K07D0045_H0045:59a-14	gang las skye bo spro chung bas //	gang_0 las_5 skye_9 'bo_14 spro_17 chung_22 ba_28 
K07D0045_H0045:59a-15	gsol ba btab ste lan du gzhug btung 'os gsal ba'i btung ba dang //	gsol_0 ba_5 'debs_8 ste_13 lan_17 du_21 'jug_24 'thung_30 'os_36 gsal_40 ba_45 'thung_50 ba_56 dang_59 
K07D0045_H0045:59a-16	de na gang dag de 'dra ba //	de_0 na_3 gang_6 'dag_11 de_15 'dra_18 ba_23 
K07D0045_H0045:59a-17	de la mi mthun yid kyis su //	de_0 la_3 mi_6 mthun_9 yid_15 kyis_19 su_24 
K07D0045_H0045:59a-18	sems ni gnod par mi bsam mo //	sems_0 ni_5 gnod_8 ba_13 mi_17 bsam_20 mo_25 
K07D0045_H0045:59a-19	bu'am 'on te gnyen gyi rnams //	bu_0 'on_6 te_10 gnyen_13 gyi_19 rnams_23 
K07D0045_H0045:59a-20	rab tu 'byung par byed pa na //	rab_0 tu_4 'byung_7 ba_14 byed_18 ba_23 na_26 
K07D0045_H0045:59a-21	de la byang chub sems dpa' yis //	de_0 la_3 byang_6 chub_12 sems_17 dpa'_22 yis_27 
K07D0045_H0045:59a-22	bar du gcad par mi bya'o //	ba_0 du_4 gcod_7 ba_12 mi_16 byed_19 
K07D0045_H0045:59a-23	sems can thams cad bder gyur cig /	sems_0 can_5 thams_9 cad_15 bder_19 gyur_24 cig_29 
K07D0045_H0045:59a-24	thams cad mya ngan 'das reg shog /	thams_0 cad_6 mya_10 ngan_14 'da'_19 reg_24 shog_28 
K07D0045_H0045:59a-25	bdag gi lhag bsam 'di 'dra la //	bdag_0 gi_5 lhag_8 bsam_13 'di_18 'dra_22 la_27 
K07D0045_H0045:59a-26	chos kyi dam pa bshad du gsol //	chos_0 kyi_5 dam_9 ba_13 'chad_16 du_22 gsol_25 
K07D0045_H0045:59a-27	nyes dmigs 'di dag shes nas su //	nyes_0 dmigs_5 'di_11 'dag_15 shes_19 nas_24 su_28 
K07D0045_H0045:59a-28	bdag ni dri ma med par bya //	bdag_0 ni_5 'dri_8 ma_12 med_15 ba_19 byed_23 
K07D0045_H0045:59a-29	nyon mongs dri can byas pas na //	nyon_0 mongs_5 'dri_11 can_15 byed_19 ba_24 na_28 
K07D0045_H0045:59b-0	yun @59b ring mya ngan byed da re //	yun_0 ring_9 mya_14 ngan_18 byed_23 da_28 re_31 
K07D0045_H0045:59b-1	'od srung /	'od_0 srung_4 
K07D0045_H0045:59b-2	gzhan yang byang chub sems dpa' khyim pas chos gsum la brtson par mi bya ste /	gzhan_0 yang_6 byang_11 chub_17 sems_22 dpa'_27 khyim_32 ba_38 chos_42 gsum_47 la_52 brtson_55 ba_62 mi_66 byed_69 ste_73 
K07D0045_H0045:59b-3	gsum gang zhe na /	gsum_0 gang_5 zhe_10 na_14 
K07D0045_H0045:59b-4	skyes pa btsong par mi bya ba dang /	skye_0 ba_6 btsong_9 ba_16 mi_20 byed_23 ba_27 dang_30 
K07D0045_H0045:59b-5	bud med btsong bar mi bya ba dang /	'bud_0 med_4 btsong_8 ba_15 mi_19 byed_22 ba_26 dang_29 
K07D0045_H0045:59b-6	gzhan dag la sman ma yin pa sbyin par mi bya zhing /	gzhan_0 'dag_6 la_10 sman_13 ma_18 yin_21 ba_25 sbyin_28 ba_34 mi_38 byed_41 zhing_45 
K07D0045_H0045:59b-7	gang dag de lta bu byed pa de dag la yang bsten par mi bya'o //	gang_0 'dag_5 de_9 lta_12 bu_16 byed_19 ba_24 de_27 'dag_30 la_34 yang_37 sten_42 ba_48 mi_52 byed_55 
K07D0045_H0045:59b-8	de la 'di skad ces bya ste /	de_0 la_3 'di_6 skad_10 ces_15 byed_19 ste_23 
K07D0045_H0045:59b-9	skyes ba btsong ba spang bar bya //	skye_0 ba_6 btsong_9 ba_16 spong_19 ba_25 byed_29 
K07D0045_H0045:59b-10	bud med gtsong ba'ang rnam par spang //	'bud_0 med_4 gtsong_8 ba_15 rnam_22 ba_27 spong_31 
K07D0045_H0045:59b-11	sman min sbyin par mi bya ste //	sman_0 min_5 sbyin_9 ba_15 mi_19 byed_22 ste_26 
K07D0045_H0045:59b-12	sbyin par byed pa de dag spang //	sbyin_0 ba_6 byed_10 ba_15 de_18 'dag_21 spong_25 
K07D0045_H0045:59b-13	lha rnams de la 'phya bar byed //	lha_0 rnams_4 de_10 la_13 'phya_16 ba_22 byed_26 
K07D0045_H0045:59b-14	sems can sdug bsngal myong bar 'gyur //	sems_0 can_5 sdug_9 sngal_14 myong_21 ba_27 'gyur_31 
K07D0045_H0045:59b-15	phyogs dang phyogs mtshams 'gro byed cing //	phyogs_0 dang_7 phyogs_12 mtshams_19 'gro_27 byed_32 cing_37 
K07D0045_H0045:59b-16	mya ngan zug rngus gnod par 'gyur //	mya_0 ngan_4 zug_9 rngus_13 gnod_19 ba_24 'gyur_28 
K07D0045_H0045:59b-17	mya ngan rnam pa mang po yis //	mya_0 ngan_4 rnam_9 ba_14 mang_17 po_22 yis_25 
K07D0045_H0045:59b-18	de ni yun ring gnod par 'gyur //	de_0 ni_3 yun_6 ring_10 gnod_15 ba_20 'gyur_24 
K07D0045_H0045:59b-19	mya ngan gyur nas 'chi dus byed //	mya_0 ngan_4 gyur_9 nas_14 'chi_18 dus_23 byed_27 
K07D0045_H0045:59b-20	de lta bas na de mi bya //	de_0 lta_3 ba_7 na_11 de_14 mi_17 byed_20 
K07D0045_H0045:59b-21	de phyir nyes pa 'di dag dang //	de_0 phyir_3 nyes_9 ba_14 'di_17 'dag_21 dang_25 
K07D0045_H0045:59b-22	gzhan rnams dag kyang ngas shes pas //	gzhan_0 rnams_6 'dag_12 kyang_16 ngas_22 shes_27 ba_32 
K07D0045_H0045:59b-23	byang chub sems dpa' rnams kyi phyir //	byang_0 chub_6 sems_11 dpa'_16 rnams_21 kyi_27 phyir_31 
K07D0045_H0045:59b-24	phyogs tsam zhig ni brjod pa yin //	phyogs_0 tsam_7 'jig_12 ni_17 rjod_20 ba_26 yin_29 
K07D0045_H0045:59b-25	'od srung /	'od_0 srung_4 
K07D0045_H0045:59b-26	gzhan yang byang chub sems dpa' khyim pas chos gsum mi bya ste /	gzhan_0 yang_6 byang_11 chub_17 sems_22 dpa'_27 khyim_32 ba_38 chos_42 gsum_47 mi_52 byed_55 ste_59 
K07D0045_H0045:59b-27	gsum gang zhe na /	gsum_0 gang_5 zhe_10 na_14 
K07D0045_H0045:59b-28	bud med smad 'tshong ma'i gan du 'gro bar mi bya ba dang /	'bud_0 med_4 smad_8 'tshong_13 ma_21 gan_26 du_30 'gro_33 ba_38 mi_42 byed_45 ba_49 dang_52 
K07D0045_H0045:59b-29	smra sems tha dad par spyod pa'i skyes pa'am /	smra_0 sems_5 tha_10 dad_14 ba_18 spyod_22 ba_28 skye_33 ba_39 
K07D0045_H0045:59b-30	bud med bsten par mi bya ba dang /	'bud_0 med_4 sten_8 ba_14 mi_18 byed_21 ba_25 dang_28 
K07D0045_H0045:59b-31	ba lang gsod pa'i gnas su gnas par mi bya ba ste /	ba_0 lang_3 gsod_8 ba_13 gnas_18 su_23 gnas_26 ba_31 mi_35 byed_38 ba_42 ste_45 
K07D0045_H0045:60a-0	byang chub sems dpa' khyim pas chos gsum po de dag mi @60a *//	byang_0 chub_6 sems_11 dpa'_16 khyim_21 ba_27 chos_31 gsum_36 po_41 de_44 'dag_47 mi_51 
K07D0045_H0045:60a-1	bya'o; ;de la 'di skad ces bya ste /	bya;_0 ;de_7 la_11 'di_14 skad_18 ces_23 byed_27 ste_31 
K07D0045_H0045:60a-2	'dod pa spyod pa smad pa'i 'os //	'dod_0 ba_5 spyod_8 ba_14 smad_17 ba_22 'os_27 
K07D0045_H0045:60a-3	smad 'tshong gan du 'gro mi bya //	smad_0 'tshong_5 gan_13 du_17 'gro_20 mi_25 byed_28 
K07D0045_H0045:60a-4	'dod pa ngan pa sten byed pa //	'dod_0 ba_5 ngan_8 ba_13 sten_16 byed_21 ba_26 
K07D0045_H0045:60a-5	myur du rim gro mi byed 'gyur; ;gzugs bzang gan du 'gro byed pa //	myur_0 du_5 rim_8 gro_12 mi_16 byed_19 'gyur;_24 ;gzugs_31 bzang_38 gan_44 du_48 'gro_51 byed_56 ba_61 
K07D0045_H0045:60a-6	de dag la ni smod par 'gyur //	de_0 'dag_3 la_7 ni_10 smod_13 ba_18 'gyur_22 
K07D0045_H0045:60a-7	myur du nad kyis theb par 'gyur //	myur_0 du_5 nad_8 kyis_12 theb_17 ba_22 'gyur_26 
K07D0045_H0045:60a-8	des ni de yang 'chi dus byed //	des_0 ni_4 de_7 yang_10 'chi_15 dus_20 byed_24 
K07D0045_H0045:60a-9	smra sems tha dad spyod pa yi //	smra_0 sems_5 tha_10 dad_14 spyod_18 ba_24 yi_27 
K07D0045_H0045:60a-10	skyes pa'am bud med des mi sten //	skye_0 ba_6 'bud_12 med_16 des_20 mi_24 sten_27 
K07D0045_H0045:60a-11	gzhan gyi bud med 'phrog byed na //	gzhan_0 gyi_6 'bud_10 med_14 'phrog_18 byed_25 na_30 
K07D0045_H0045:60a-12	de las dus kyis rab tu sbyor //	de_0 las_3 dus_7 kyis_11 rab_16 tu_20 sbyor_23 
K07D0045_H0045:60a-13	ba lang gsod par byed pa na //	ba_0 lang_3 gsod_8 ba_13 byed_17 ba_22 na_25 
K07D0045_H0045:60a-14	rnam pa kun tu der mi 'gro //	rnam_0 ba_5 kun_8 tu_12 der_15 mi_19 'gro_22 
K07D0045_H0045:60a-15	byang chub sems dpa' rnams dag la //	byang_0 chub_6 sems_11 dpa'_16 rnams_21 'dag_27 la_31 
K07D0045_H0045:60a-16	skyob pa ngas ni 'di mi bsngags //	skyob_0 ba_6 ngas_9 ni_14 'di_17 mi_21 bsngags_24 
K07D0045_H0045:60a-17	nyes pa 'di dag mkhyen pas na //	nyes_0 ba_5 'di_8 'dag_12 mkhyen_16 ba_23 na_27 
K07D0045_H0045:60a-18	sangs rgyas kyis ni de phyir brjod //	sangs_0 rgya_6 kyis_12 ni_17 de_20 phyir_23 rjod_29 
K07D0045_H0045:60a-19	rigs pa min la sbyor ba rnams //	rigs_0 ba_5 min_8 la_12 sbyor_15 ba_21 rnams_24 
K07D0045_H0045:60a-20	de dag ched du brjod pa mdzad //	de_0 'dag_3 ched_7 du_12 rjod_15 ba_21 mdzad_24 
K07D0045_H0045:60a-21	sangs rgyas nga yis nyan thos rnams //	sangs_0 rgya_6 nga_12 yis_16 nyan_20 thos_25 rnams_30 
K07D0045_H0045:60a-22	shes so zhes ni kha cig smra //	shes_0 so_5 zhes_8 ni_13 kha_16 cig_20 smra_24 
K07D0045_H0045:60a-23	de dag sangs rgyas spyan snga nas //	de_0 'dag_3 sangs_7 rgya_13 spyan_19 snga_25 nas_30 
K07D0045_H0045:60a-24	spyod yul gang na yod par 'dong //	spyod_0 yul_6 gang_10 na_15 yod_18 ba_22 'dong_26 
K07D0045_H0045:60a-25	sems can gang dag 'phags gnas shing //	sems_0 can_5 gang_9 'dag_14 'phag_18 gnas_25 shing_30 
K07D0045_H0045:60a-26	myur du mya ngan 'das 'dod pa //	myur_0 du_5 mya_8 ngan_12 'da'_17 'dod_22 ba_27 
K07D0045_H0045:60a-27	de dag don du bshad pa ste //	de_0 'dag_3 don_7 du_11 'chad_14 ba_20 ste_23 
K07D0045_H0045:60a-28	bka' blo mi bde phyir ma bshad //	bka'_0 blo_5 mi_9 bde_12 phyir_16 ma_22 'chad_25 
K07D0045_H0045:60a-29	'od srung /	'od_0 srung_4 
K07D0045_H0045:60a-30	gzhan yang byang chub sems dpa' khyim pas chos gsum dang ldan par bya ste /	gzhan_0 yang_6 byang_11 chub_17 sems_22 dpa'_27 khyim_32 ba_38 chos_42 gsum_47 dang_52 ldan_57 ba_62 byed_66 ste_70 
K07D0045_H0045:60a-31	gsum gang zhe na /	gsum_0 gang_5 zhe_10 na_14 
K07D0045_H0045:60a-32	khyim na gnas pa des srog ni pho nya'i dgongs	khyim_0 na_6 gnas_9 ba_14 des_17 srog_21 ni_26 pho_29 nya_33 dgongs_39 
K07D0045_H0045:60a-33	gnas dang 'dra bar bdag la rnam par brtags par	gnas_0 dang_5 'dra_10 ba_15 bdag_19 la_24 rnam_27 ba_32 rtog_36 ba_43 
K07D0045_H0045:60b-0	bya ba dang / byin zhing yongs su btang @60b ba'i nor bsags par bsgrub par bya zhing /	byed_0 ba_4 dang_7 byin_14 zhing_19 yongs_25 su_31 gtong_34 ba_45 nor_50 bsags_54 ba_60 sgrub_64 ba_71 byed_75 zhing_79 
K07D0045_H0045:60b-1	gang ma byin zhing yongs su ma btang ba de	gang_0 ma_5 byin_8 zhing_13 yongs_19 su_25 ma_28 gtong_31 ba_37 de_40 
K07D0045_H0045:60b-2	la dpag tshad brgya na yod pa na yang 'du	la_0 dpog_3 tshad_8 brgya_14 na_20 yod_23 ba_27 na_30 yang_33 'du_38 
K07D0045_H0045:60b-3	shes bskyed par mi bya ba dang /	shes_0 skyed_5 ba_12 mi_16 byed_19 ba_23 dang_26 
K07D0045_H0045:60b-4	des bu dang chung ma'i ched du bzhag pa'i blo bskyed par mi bya ba ste /	des_0 bu_4 dang_7 chung_12 ma_18 ched_23 du_28 'jog_31 ba_37 blo_42 skyed_46 ba_53 mi_57 byed_60 ba_64 ste_67 
K07D0045_H0045:60b-5	'od srung /	'od_0 srung_4 
K07D0045_H0045:60b-6	byang chub sems dpa' khyim pas chos gsum po de dag dang ldan par bya'o //	byang_0 chub_6 sems_11 dpa'_16 khyim_21 ba_27 chos_31 gsum_36 po_41 de_44 'dag_47 dang_51 ldan_56 ba_61 byed_65 
K07D0045_H0045:60b-7	de la 'di skad ces bya ste /	de_0 la_3 'di_6 skad_10 ces_15 byed_19 ste_23 
K07D0045_H0045:60b-8	bdag ni myur du mchi'o zhes //	bdag_0 ni_5 myur_8 du_13 mchi_16 zhes_23 
K07D0045_H0045:60b-9	'chi ba'i 'du shes bsgom par bya //	'chi_0 ba_5 'du_10 shes_14 bsgom_19 ba_25 byed_29 
K07D0045_H0045:60b-10	de bas longs spyod bsags pa la //	de_0 ba_3 longs_7 spyod_13 bsags_19 ba_25 la_28 
K07D0045_H0045:60b-11	longs spyod las ni snying po blang //	longs_0 spyod_6 las_12 ni_16 snying_19 po_26 blang_29 
K07D0045_H0045:60b-12	bu dang chung ma'i don gyi phyir //	bu_0 dang_3 chung_8 ma_14 don_19 gyi_23 phyir_27 
K07D0045_H0045:60b-13	des ni nor rnams bsags mi bya //	des_0 ni_4 nor_7 rnams_11 bsags_17 mi_23 byed_26 
K07D0045_H0045:60b-14	lus dang longs spyod srog rnams las //	lus_0 dang_4 longs_9 spyod_15 srog_21 rnams_26 las_32 
K07D0045_H0045:60b-15	snying po myur du len par byed //	snying_0 po_7 myur_10 du_15 len_18 ba_22 byed_26 
K07D0045_H0045:60b-16	byang chub don du 'dun drag bskyed //	byang_0 chub_6 don_11 du_15 'dun_18 drag_23 skyed_28 
K07D0045_H0045:60b-17	rgod cing g-yeng bar mi byed do //	rgod_0 cing_5 g-yeng_10 ba_17 mi_21 byed_24 do_29 
K07D0045_H0045:60b-18	nor dang chos ni spangs nas su //	nor_0 dang_4 chos_9 ni_14 spong_17 nas_24 su_28 
K07D0045_H0045:60b-19	lus kun la ni gnod par 'gyur //	lus_0 kun_4 la_8 ni_11 gnod_14 ba_19 'gyur_23 
K07D0045_H0045:60b-20	de ni byis pa'i rtsed mo ste //	de_0 ni_3 byis_6 ba_11 rtsed_16 mo_22 ste_25 
K07D0045_H0045:60b-21	snang ba mthong zhing mi snang mthong //	snang_0 ba_6 mthong_9 zhing_16 mi_22 snang_25 mthong_31 
K07D0045_H0045:60b-22	ro myang ba ni dgos pa med //	ro_0 myang_3 ba_9 ni_12 dgos_15 ba_20 med_23 
K07D0045_H0045:60b-23	chos kyi shugs ni skyob pa yin //	chos_0 kyi_5 shugs_9 ni_15 skyob_18 ba_24 yin_27 
K07D0045_H0045:60b-24	rgyun mi 'chad par bshad par bya //	rgyun_0 mi_6 'chad_9 ba_15 'chad_19 ba_25 byed_29 
K07D0045_H0045:60b-25	chos 'di rtag tu gnas pa yin //	chos_0 'di_5 rtag_9 tu_14 gnas_17 ba_22 yin_25 
K07D0045_H0045:60b-26	mtshungs par ldan rnams phan tshun du //	mtshungs_0 ba_9 ldan_13 rnams_18 phan_24 tshun_29 du_35 
K07D0045_H0045:60b-27	'phya bar byed ba sdug bsngal yin //	'phya_0 ba_6 byed_10 ba_15 sdug_18 sngal_23 yin_30 
K07D0045_H0045:60b-28	'di 'dra ba yi chos 'di dag /	'di_0 'dra_4 ba_9 yi_12 chos_15 'di_20 'dag_24 
K07D0045_H0045:60b-29	'od srung ngas ni rab tu brjod //	'od_0 srung_4 ngas_10 ni_15 rab_18 tu_22 rjod_25 
K07D0045_H0045:60b-30	gang dag mkhas par 'gyur ba dag /	gang_0 'dag_5 mkhas_9 ba_15 'gyur_19 ba_25 'dag_28 
K07D0045_H0045:60b-31	mi de kun ni ngas shes te //	mi_0 de_3 kun_6 ni_10 ngas_13 shes_18 te_23 
K07D0045_H0045:60b-32	de dag shes par rig gyur cing //	de_0 'dag_3 shes_7 ba_12 rig_16 gyur_20 cing_25 
K07D0045_H0045:60b-33	bdag la yid 'byung gyur nas ni //	bdag_0 la_5 yid_8 'byung_12 gyur_19 nas_24 ni_28 
K07D0045_H0045:60b-34	de yi tshe na yang dang yang //	de_0 yi_3 tshe_6 na_11 yang_14 dang_19 yang_24 
K07D0045_H0045:60b-35	nga ni mngon du gyur par bya //	nga_0 ni_4 mngon_7 du_13 gyur_16 ba_21 byed_25 
K07D0045_H0045:60b-36	'od srung /	'od_0 srung_4 
K07D0045_H0045:61a-0	gzhan yang byang chub sems dpa' khyim @61a *//	gzhan_0 yang_6 byang_11 chub_17 sems_22 dpa'_27 khyim_32 
K07D0045_H0045:61a-1	pa chos gsum dang ldan na //	ba_0 chos_3 gsum_8 dang_13 ldan_18 na_23 
