K08D0044_H0094:1b-0	@1b [dd] #//	[dd]_4 
K08D0044_H0094:318b-12	brtul zhugs la zhugs pa mthong ba'i tshe byang chub	brtul_0 'jug_6 la_12 'jug_15 ba_21 mthong_24 ba_31 tshe_36 byang_41 chub_47 
K08D0044_H0094:318b-13	sems dpas sems can thams cad sangs rgyas kyi byang	sems_0 dpas_5 sems_10 can_15 thams_19 cad_25 sangs_29 rgya_35 kyi_41 byang_45 
K08D0044_H0094:318b-14	chub yongs su mi gtong ba'i phyir brtul zhugs dam	chub_0 yongs_5 su_11 mi_14 gtong_17 ba_23 phyir_28 brtul_34 'jug_40 dam_46 
K08D0044_H0094:318b-15	por gyur cig / ces sems bskyed do //	por_0 gyur_4 cig_9 ces_15 sems_19 skyed_24 do_31 
K08D0044_H0094:318b-16	go gyon pa'i sems can mthong ba'i tshe byang chub	go_0 gyon_3 ba_8 sems_13 can_18 mthong_22 ba_29 tshe_34 byang_39 chub_45 
K08D0044_H0094:318b-17	sems dpas sems can thams cad rang byung gi chos	sems_0 dpas_5 sems_10 can_15 thams_19 cad_25 rang_29 'byung_34 gi_40 chos_43 
K08D0044_H0094:318b-18	yongs su btsal ba la go cha bzang po shin	yongs_0 su_6 btsal_9 ba_15 la_18 go_21 cha_24 bzang_28 po_34 shin_37 
K08D0044_H0094:318b-19	tu bgos par gyur cig /	tu_0 bgod_3 ba_8 gyur_12 cig_17 
K08D0044_H0094:318b-20	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:318b-21	go ma gyon pa'i sems can mthong ba'i tshe byang	go_0 ma_3 gyon_6 ba_11 sems_16 can_21 mthong_25 ba_32 tshe_37 byang_42 
K08D0044_H0094:318b-22	chub sems dpas sems can thams cad mi dge ba'i	chub_0 sems_5 dpas_10 sems_15 can_20 thams_24 cad_30 mi_34 dge_37 ba_41 
K08D0044_H0094:318b-23	las bya ba thams cad la go gyon pa med	las_0 byed_4 ba_8 thams_11 cad_17 la_21 go_24 gyon_27 ba_32 med_35 
K08D0044_H0094:318b-24	par gyur cig / ces sems bskyed do //	ba_0 gyur_4 cig_9 ces_15 sems_19 skyed_24 do_31 
K08D0044_H0094:318b-25	rgol ba'i sems can mthong ba'i tshe byang chub sems	rgol_0 ba_5 sems_10 can_15 mthong_19 ba_26 tshe_31 byang_36 chub_42 sems_47 
K08D0044_H0094:318b-26	dpas sems can thams cad phas kyi rgol ba thams	dpas_0 sems_5 can_10 thams_14 cad_20 phas_24 kyi_29 rgol_33 ba_38 thams_41 
K08D0044_H0094:318b-27	cad shin tu tshar gcod par gyur cig /	cad_0 shin_4 tu_9 tshar_12 gcod_18 ba_23 gyur_27 cig_32 
K08D0044_H0094:318b-28	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:319a-0	'tsho ba'i sems can mthong ba'i tshe byang chub sems dpas sems can thams @319a *//	'tsho_0 ba_6 sems_11 can_16 mthong_20 ba_27 tshe_32 byang_37 chub_43 sems_48 dpas_53 sems_58 can_63 thams_67 
K08D0044_H0094:319a-1	cad spyod lam bcos pa med cing 'tsho ba dag par gyur cig /	cad_0 spyod_4 lam_10 'chos_14 ba_19 med_22 cing_26 'tsho_31 ba_37 'dag_40 ba_44 gyur_48 cig_53 
K08D0044_H0094:319a-2	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:319a-3	rgyal po mthong ba'i tshe byang chub sems dpas sems	rgyal_0 po_6 mthong_9 ba_16 tshe_21 byang_26 chub_32 sems_37 dpas_42 sems_47 
K08D0044_H0094:319a-4	can thams cad thogs pa med pa'i chos kyi 'khor	can_0 thams_4 cad_10 thogs_14 ba_20 med_23 ba_27 chos_32 kyi_37 'khor_41 
K08D0044_H0094:319a-5	lo bskor ba'i chos kyi rgyal por gyur cig /	lo_0 skor_3 ba_9 chos_14 kyi_19 rgyal_23 por_29 gyur_33 cig_38 
K08D0044_H0094:319a-6	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:319a-7	rgyal po'i bu mthong ba'i tshe byang chub sems dpas	rgyal_0 po_6 bu_11 mthong_14 ba_21 tshe_26 byang_31 chub_37 sems_42 dpas_47 
K08D0044_H0094:319a-8	sems can thams cad sangs rgyas kyi sras chos las	sems_0 can_5 thams_9 cad_15 sangs_19 rgya_25 kyi_31 sras_35 chos_40 las_45 
K08D0044_H0094:319a-9	skyes pa'i chos kyi sprul par gyur cig /	skye_0 ba_6 chos_11 kyi_16 sprul_20 ba_26 gyur_30 cig_35 
K08D0044_H0094:319a-10	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:319a-11	khyim bdag mthong ba'i tshe byang chub sems dpas sems	khyim_0 bdag_6 mthong_11 ba_18 tshe_23 byang_28 chub_34 sems_39 dpas_44 sems_49 
K08D0044_H0094:319a-12	can thams cad rnam par gdon mi za ba'i blo	can_0 thams_4 cad_10 rnam_14 ba_19 'don_23 mi_28 za_31 ba_34 blo_39 
K08D0044_H0094:319a-13	can du gyur te grong gi chos spangs par gyur	can_0 du_4 gyur_7 te_12 grong_15 gi_21 chos_24 spong_29 ba_36 gyur_40 
K08D0044_H0094:319a-14	cig / ces sems bskyed do //	cig_0 ces_6 sems_10 skyed_15 do_22 
K08D0044_H0094:319a-15	blon po mthong ba'i tshe byang chub sems dpas sems	blon_0 po_5 mthong_8 ba_15 tshe_20 byang_25 chub_31 sems_36 dpas_41 sems_46 
K08D0044_H0094:319a-16	can thams cad mi dge ba'i chos kyi spyod pa	can_0 thams_4 cad_10 mi_14 dge_17 ba_21 chos_26 kyi_31 spyod_35 ba_41 
K08D0044_H0094:319a-17	thams cad la bzang po yid la byed par gyur	thams_0 cad_6 la_10 bzang_13 po_19 yid_22 la_26 byed_29 ba_34 gyur_38 
K08D0044_H0094:319a-18	cig / ces sems bskyed do //	cig_0 ces_6 sems_10 skyed_15 do_22 
K08D0044_H0094:319a-19	grong khyer mthong ba'i tshe byang chub sems dpas sems	grong_0 'khyer_6 mthong_12 ba_19 tshe_24 byang_29 chub_35 sems_40 dpas_45 sems_50 
K08D0044_H0094:319a-20	can thams cad gdul dka' ba'i sems dang ldan par	can_0 thams_4 cad_10 gdul_14 dka'_19 ba_24 sems_29 dang_34 ldan_39 ba_44 
K08D0044_H0094:319a-21	gyur te / mthu bo che'i lus dang 'dra bar gyur cig /	gyur_0 te_5 mthu_10 'bo_15 che_18 lus_24 dang_28 'dra_33 ba_38 gyur_42 cig_47 
K08D0044_H0094:319a-22	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:319a-23	rgyal po'i gnas mthong ba'i tshe byang chub sems dpas	rgyal_0 po_6 gnas_11 mthong_16 ba_23 tshe_28 byang_33 chub_39 sems_44 dpas_49 
K08D0044_H0094:319a-24	sems can thams cad yon tan gyi rjes su 'brang	sems_0 can_5 thams_9 cad_15 yon_19 tan_23 gyi_27 rjes_31 su_36 'brang_39 
K08D0044_H0094:319a-25	bar mthun pa la mos pa'i sems dang ldan par	ba_0 mthun_4 ba_10 la_13 mos_16 ba_20 sems_25 dang_30 ldan_35 ba_40 
K08D0044_H0094:319a-26	gyur cig / ces sems bskyed do //	gyur_0 cig_5 ces_11 sems_15 skyed_20 do_27 
K08D0044_H0094:319b-0	nags tshal gyi 'dabs @319b mthong ba'i tshe byang chub	nags_0 tshal_5 gyi_11 'dabs_15 mthong_27 ba_34 tshe_39 byang_44 chub_50 
K08D0044_H0094:319b-1	sems dpas sems can thams cad lha dang bcas pa'i	sems_0 dpas_5 sems_10 can_15 thams_19 cad_25 lha_29 dang_33 'cha'_38 ba_43 
K08D0044_H0094:319b-2	'jig rten gyi bsngags par 'os par gyur cig /	'jig_0 rten_5 gyi_10 bsngags_14 ba_22 'os_26 ba_30 gyur_34 cig_39 
K08D0044_H0094:319b-3	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:319b-4	slong du 'gro ba'i tshe byang chub sems dpas sems	slong_0 du_6 'gro_9 ba_14 tshe_19 byang_24 chub_30 sems_35 dpas_40 sems_45 
K08D0044_H0094:319b-5	can thams cad bsgribs pa med pa'i tshul gyis chos	can_0 thams_4 cad_10 sgrib_14 ba_22 med_25 ba_29 tshul_34 gyis_40 chos_45 
K08D0044_H0094:319b-6	kyi dbyings su chud par gyur cig /	kyi_0 dbyings_4 su_12 chud_15 ba_20 gyur_24 cig_29 
K08D0044_H0094:319b-7	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:319b-8	sgor phyin pa'i tshe byang chub sems dpas sems can	sgor_0 phyin_5 ba_11 tshe_16 byang_21 chub_27 sems_32 dpas_37 sems_42 can_47 
K08D0044_H0094:319b-9	thams cad sangs rgyas kyi chos thams cad kyi sgor	thams_0 cad_6 sangs_10 rgya_16 kyi_22 chos_26 thams_31 cad_37 kyi_41 sgor_45 
K08D0044_H0094:319b-10	phyin par gyur cig /	phyin_0 ba_6 gyur_10 cig_15 
K08D0044_H0094:319b-11	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:319b-12	nang du phyin pa'i tshe byang chub sems dpas sems	nang_0 du_5 phyin_8 ba_14 tshe_19 byang_24 chub_30 sems_35 dpas_40 sems_45 
K08D0044_H0094:319b-13	can thams cad sangs rgyas kyi theg pa dus gsum	can_0 thams_4 cad_10 sangs_14 rgya_20 kyi_26 theg_30 ba_35 dus_38 gsum_42 
K08D0044_H0094:319b-14	du mnyam pa nyid kyi nang du phyin par gyur	du_0 mnyam_3 ba_9 nyid_12 kyi_17 nang_21 du_26 phyin_29 ba_35 gyur_39 
K08D0044_H0094:319b-15	cig / ces sems bskyed do //	cig_0 ces_6 sems_10 skyed_15 do_22 
K08D0044_H0094:319b-16	mi sbyin no //	mi_0 sbyin_3 no_9 
K08D0044_H0094:319b-17	zhes ma byas pa'i tshe byang chub sems dpas sems	zhes_0 ma_5 byed_8 ba_13 tshe_18 byang_23 chub_29 sems_34 dpas_39 sems_44 
K08D0044_H0094:319b-18	can thams cad bsod nams kyi pha rol tu phyin	can_0 thams_4 cad_10 bsod_14 nams_19 kyi_24 pha_28 rol_32 tu_36 phyin_39 
K08D0044_H0094:319b-19	pa thob cing spangs pa med par gyur cig /	ba_0 'thob_3 cing_8 spong_13 ba_20 med_23 ba_27 gyur_31 cig_36 
K08D0044_H0094:319b-20	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:319b-21	mi sbyin no //	mi_0 sbyin_3 no_9 
K08D0044_H0094:319b-22	zhes byas pa'i tshe byang chub sems dpas sems can thams cad sems can dmyal ba dang /	zhes_0 byed_5 ba_10 tshe_15 byang_20 chub_26 sems_31 dpas_36 sems_41 can_46 thams_50 cad_56 sems_60 can_65 dmyal_69 ba_75 dang_78 
K08D0044_H0094:319b-23	byol song gi skye gnas dang /	'byol_0 'gro_5 gi_10 skye_13 gnas_18 dang_23 
K08D0044_H0094:319b-24	gshin rje'i 'jig rten las phyir spangs par gyur cig /	gshin_0 rje_6 'jig_12 rten_17 las_22 phyir_26 spong_32 ba_39 gyur_43 cig_48 
K08D0044_H0094:319b-25	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:319b-26	lhung bzed stong pa mthong ba'i tshe byang chub sems	lhung_0 bzed_6 stong_11 ba_17 mthong_20 ba_27 tshe_32 byang_37 chub_43 sems_48 
K08D0044_H0094:319b-27	dpas sems can thams cad nyon mongs pa thams cad	dpas_0 sems_5 can_10 thams_14 cad_20 nyon_24 mongs_29 ba_35 thams_38 cad_44 
K08D0044_H0094:319b-28	kyis stong par gyur cig /	kyis_0 stong_5 ba_11 gyur_15 cig_20 
K08D0044_H0094:319b-29	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:320a-0	lhung bzed gang ba mthong ba'i tshe byang chub @320a *//	lhung_0 bzed_6 gang_11 ba_16 mthong_19 ba_26 tshe_31 byang_36 chub_42 
K08D0044_H0094:320a-1	sems dpas sems can thams cad chos dkar po thams cad kyis yongs su rgyas par gyur cig /	sems_0 dpas_5 sems_10 can_15 thams_19 cad_25 chos_29 dkar_34 po_39 thams_42 cad_48 kyis_52 yongs_57 su_63 rgya_66 ba_72 gyur_76 cig_81 
K08D0044_H0094:320a-2	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:320a-3	rim gror byas pa'i tshe byang chub sems dpas sems	rim_0 gror_4 byed_9 ba_14 tshe_19 byang_24 chub_30 sems_35 dpas_40 sems_45 
K08D0044_H0094:320a-4	can thams cad sangs rgyas kyi chos kyi spyod pa	can_0 thams_4 cad_10 sangs_14 rgya_20 kyi_26 chos_30 kyi_35 spyod_39 ba_45 
K08D0044_H0094:320a-5	thams cad la rim gro byed par gyur cig /	thams_0 cad_6 la_10 rim_13 gro_17 byed_21 ba_26 gyur_30 cig_35 
K08D0044_H0094:320a-6	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:320a-7	rim gror ma byas pa'i tshe byang chub sems dpas	rim_0 gror_4 ma_9 byed_12 ba_17 tshe_22 byang_27 chub_33 sems_38 dpas_43 
K08D0044_H0094:320a-8	sems can thams cad mi dge ba'i chos mchod pa	sems_0 can_5 thams_9 cad_15 mi_19 dge_22 ba_26 chos_31 mchod_36 ba_42 
K08D0044_H0094:320a-9	thams cad la rag ma lus par gyur cig /	thams_0 cad_6 la_10 rag_13 ma_17 lus_20 ba_24 gyur_28 cig_33 
K08D0044_H0094:320a-10	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:320a-11	khrel yod pa'i sems can mthong ba'i tshe byang chub	'khrel_0 yod_6 ba_10 sems_15 can_20 mthong_24 ba_31 tshe_36 byang_41 chub_47 
K08D0044_H0094:320a-12	sems dpas sems can thams cad dbang po dben pa'i	sems_0 dpas_5 sems_10 can_15 thams_19 cad_25 dbang_29 po_35 dben_38 ba_43 
K08D0044_H0094:320a-13	spyod pa dang ldan zhing khrel yod par gyur cig	spyod_0 ba_6 dang_9 ldan_14 zhing_19 'khrel_25 yod_31 ba_35 gyur_39 cig_44 
K08D0044_H0094:320a-14	/ ces sems bskyed do //	ces_2 sems_6 skyed_11 do_18 
K08D0044_H0094:320a-15	ngo tsha med pa'i sems can mthong ba'i tshe byang	ngo_0 tsha_4 med_9 ba_13 sems_18 can_23 mthong_27 ba_34 tshe_39 byang_44 
K08D0044_H0094:320a-16	chub sems dpas sems can thams cad byams pa la	chub_0 sems_5 dpas_10 sems_15 can_20 thams_24 cad_30 byams_34 ba_40 la_43 
K08D0044_H0094:320a-17	gnas shing ngo tsha med pa yongs su spangs par	gnas_0 shing_5 ngo_11 tsha_15 med_20 ba_24 yongs_27 su_33 spong_36 ba_43 
K08D0044_H0094:320a-18	gyur cig / ces sems bskyed do //	gyur_0 cig_5 ces_11 sems_15 skyed_20 do_27 
K08D0044_H0094:320a-19	kha zas bsod pa mthong ba'i tshe byang chub sems	kha_0 zas_4 bsod_8 ba_13 mthong_16 ba_23 tshe_28 byang_33 chub_39 sems_44 
K08D0044_H0094:320a-20	dpas sems can thams cad zang zing med pa'i sems	dpas_0 sems_5 can_10 thams_14 cad_20 zang_24 zing_29 med_34 ba_38 sems_43 
K08D0044_H0094:320a-21	dang ldan zhing smon lam thams cad phun sum tshogs	dang_0 ldan_5 zhing_10 smon_16 lam_21 thams_25 cad_31 phun_35 sum_40 tshogs_44 
K08D0044_H0094:320a-22	par gyur cig / ces sems bskyed do //	ba_0 gyur_4 cig_9 ces_15 sems_19 skyed_24 do_31 
K08D0044_H0094:320a-23	kha zas mi bsod pa thob pa'i tshe byang chub	kha_0 zas_4 mi_8 bsod_11 ba_16 'thob_19 ba_24 tshe_29 byang_34 chub_40 
K08D0044_H0094:320a-24	sems dpas sems can thams cad ting nge 'dzin nyams	sems_0 dpas_5 sems_10 can_15 thams_19 cad_25 ting_29 nge_34 'dzin_38 nyams_44 
K08D0044_H0094:320a-25	su bde ba thams cad thob par gyur cig /	su_0 bde_3 ba_7 thams_10 cad_16 'thob_20 ba_25 gyur_29 cig_34 
K08D0044_H0094:320b-0	ces @320b sems bskyed do //	ces_0 sems_10 skyed_15 do_22 
K08D0044_H0094:320b-1	kha zas snum bag thob pa'i tshe byang chub sems	kha_0 zas_4 snum_8 bag_13 'thob_17 ba_22 tshe_27 byang_32 chub_38 sems_43 
K08D0044_H0094:320b-2	dpas sems can thams cad snying rje chen po yongs	dpas_0 sems_5 can_10 thams_14 cad_20 snying_24 rje_31 chen_35 po_40 yongs_43 
K08D0044_H0094:320b-3	su bsgoms pa'i sems dang ldan zhing sems 'jam par	su_0 sgom_3 ba_10 sems_15 dang_20 ldan_25 zhing_30 sems_36 'jam_41 ba_46 
K08D0044_H0094:320b-4	gyur cig / ces sems bskyed do //	gyur_0 cig_5 ces_11 sems_15 skyed_20 do_27 
K08D0044_H0094:320b-5	snum bag med pa'i kha zas thob pa'i tshe byang	snum_0 bag_5 med_9 ba_13 kha_18 zas_22 'thob_26 ba_31 tshe_36 byang_41 
K08D0044_H0094:320b-6	chub sems dpas sems can thams cad 'jig rten gyi	chub_0 sems_5 dpas_10 sems_15 can_20 thams_24 cad_30 'jig_34 rten_39 gyi_44 
K08D0044_H0094:320b-7	sred pa dang bral te snum bag med pa'i sems	sred_0 ba_5 dang_8 'bral_13 te_18 snum_21 bag_26 med_30 ba_34 sems_39 
K08D0044_H0094:320b-8	su gyur cig / ces sems bskyed do //	su_0 gyur_3 cig_8 ces_14 sems_18 skyed_23 do_30 
K08D0044_H0094:320b-9	kha zas za ba'i tshe byang chub sems dpas sems can thams cad chos la dga' ba dang /	kha_0 zas_4 za_8 ba_11 tshe_16 byang_21 chub_27 sems_32 dpas_37 sems_42 can_47 thams_51 cad_57 chos_61 la_66 dga'_69 ba_74 dang_77 
K08D0044_H0094:320b-10	rab tu dga' bas yongs su rgyas shing bsam gtan gyi zas za bar gyur cig /	rab_0 tu_4 dga'_7 ba_12 yongs_16 su_22 rgya_25 shing_31 bsam_37 gtan_42 gyi_47 zas_51 za_55 ba_58 gyur_62 cig_67 
K08D0044_H0094:320b-11	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:320b-12	ro myang ba'i tshe byang chub sems dpas sems can	ro_0 myang_3 ba_9 tshe_14 byang_19 chub_25 sems_30 dpas_35 sems_40 can_45 
K08D0044_H0094:320b-13	thams cad bdud rtsi'i ros ngoms par gyur cing skyes	thams_0 cad_6 bdud_10 rtsi_15 ros_22 ngoms_26 ba_32 gyur_36 cing_41 skye_46 
K08D0044_H0094:320b-14	bu chen po'i mtshan ro bro ba'i mchog thob par	bu_0 chen_3 po_8 mtshan_13 ro_20 bro_23 ba_27 mchog_32 'thob_38 ba_43 
K08D0044_H0094:320b-15	gyur cig / ces sems bskyed do //	gyur_0 cig_5 ces_11 sems_15 skyed_20 do_27 
K08D0044_H0094:320b-16	zan zos pa'i tshe byang chub sems dpas sems can	zan_0 zos_4 ba_8 tshe_13 byang_18 chub_24 sems_29 dpas_34 sems_39 can_44 
K08D0044_H0094:320b-17	thams cad sangs rgyas kyi chos kyi pha rol tu	thams_0 cad_6 sangs_10 rgya_16 kyi_22 chos_26 kyi_31 pha_35 rol_39 tu_43 
K08D0044_H0094:320b-18	phyin cing bya ba byas par gyur cig /	phyin_0 cing_6 byed_11 ba_15 byed_18 ba_23 gyur_27 cig_32 
K08D0044_H0094:320b-19	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:320b-20	chos ston pa'i tshe byang chub sems dpas sems can	chos_0 ston_5 ba_10 tshe_15 byang_20 chub_26 sems_31 dpas_36 sems_41 can_46 
K08D0044_H0094:320b-21	thams cad sangs rgyas kyi chos thams cad la yang	thams_0 cad_6 sangs_10 rgya_16 kyi_22 chos_26 thams_31 cad_37 la_41 yang_44 
K08D0044_H0094:320b-22	dag par gzhol zhing spobs pa mi zad pa dang	'dag_0 ba_4 gzhol_8 zhing_14 spobs_20 ba_26 mi_29 zad_32 ba_36 dang_39 
K08D0044_H0094:320b-23	ldan par gyur cig /	ldan_0 ba_5 gyur_9 cig_14 
K08D0044_H0094:320b-24	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:320b-25	phyir 'byung ba'i tshe byang chub sems dpas sems can	phyir_0 'byung_6 ba_13 tshe_18 byang_23 chub_29 sems_34 dpas_39 sems_44 can_49 
K08D0044_H0094:321a-0	thams cad sangs rgyas kyi ye shes nyams su @321a	thams_0 cad_6 sangs_10 rgya_16 kyi_22 ye_26 shes_29 nyams_34 su_40 
K08D0044_H0094:321a-1	*// myong ste khams gsum thams cad nas 'byung bar gyur cig /	myong_4 ste_10 khams_14 gsum_20 thams_25 cad_31 nas_35 'byung_39 ba_46 gyur_50 cig_55 
K08D0044_H0094:321a-2	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:321a-3	chu 'bog pa'i tshe byang chub sems dpas sems can	chu_0 'bog_4 ba_9 tshe_14 byang_19 chub_25 sems_30 dpas_35 sems_40 can_45 
K08D0044_H0094:321a-4	thams cad dus gsum mnyam pa nyid kyi thams cad	thams_0 cad_6 dus_10 gsum_14 mnyam_19 ba_25 nyid_28 kyi_33 thams_37 cad_43 
K08D0044_H0094:321a-5	mkhyen pa'i ye shes la 'bog par gyur cig /	mkhyen_0 ba_7 ye_12 shes_15 la_20 'bog_23 ba_28 gyur_32 cig_37 
K08D0044_H0094:321a-6	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:321a-7	khrus byed pa'i tshe byang chub sems dpas sems can	'khru_0 byed_6 ba_11 tshe_16 byang_21 chub_27 sems_32 dpas_37 sems_42 can_47 
K08D0044_H0094:321a-8	thams cad 'od mtha' yas pa dang ldan zhing lus	thams_0 cad_6 'od_10 mtha'_14 yas_20 ba_24 dang_27 ldan_32 zhing_37 lus_43 
K08D0044_H0094:321a-9	dang / sems dri ma med par gyur cig /	dang_0 sems_7 'dri_12 ma_16 med_19 ba_23 gyur_27 cig_32 
K08D0044_H0094:321a-10	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:321a-11	dro ba la spyod pa'i tshe byang chub sems dpas	dro_0 ba_4 la_7 spyod_10 ba_16 tshe_21 byang_26 chub_32 sems_37 dpas_42 
K08D0044_H0094:321a-12	sems can thams cad mu med par phyin te yongs	sems_0 can_5 thams_9 cad_15 mu_19 med_22 ba_26 phyin_30 te_36 yongs_39 
K08D0044_H0094:321a-13	su gdung ba sel bar gyur cig /	su_0 gdung_3 ba_9 sel_12 ba_16 gyur_20 cig_25 
K08D0044_H0094:321a-14	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:321a-15	bsil ba la spyod pa'i tshe byang chub sems dpas	bsil_0 ba_5 la_8 spyod_11 ba_17 tshe_22 byang_27 chub_33 sems_38 dpas_43 
K08D0044_H0094:321a-16	sems can thams cad shin tu bsil bar gyur te	sems_0 can_5 thams_9 cad_15 shin_19 tu_24 bsil_27 ba_32 gyur_36 te_41 
K08D0044_H0094:321a-17	bla na med pa'i bsil ba'i dngos po kho 'du	bla_0 na_4 med_7 ba_11 bsil_16 ba_21 dngos_26 po_32 kho_35 'du_39 
K08D0044_H0094:321a-18	chud par gyur cig /	chud_0 ba_5 gyur_9 cig_14 
K08D0044_H0094:321a-19	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:321a-20	chos thob par byed pa'i tshe byang chub sems dpas	chos_0 'thob_5 ba_10 byed_14 ba_19 tshe_24 byang_29 chub_35 sems_40 dpas_45 
K08D0044_H0094:321a-21	sems can thams cad sangs rgyas kyi chos kyi gtam	sems_0 can_5 thams_9 cad_15 sangs_19 rgya_25 kyi_31 chos_35 kyi_40 'dam_44 
K08D0044_H0094:321a-22	gyi rjes su 'gro zhing chos kyi dbyings dang 'dris	gyi_0 rjes_4 su_9 'gro_12 zhing_17 chos_23 kyi_28 dbyings_32 dang_40 'dris_45 
K08D0044_H0094:321a-23	par gyur cig / ces sems bskyed do //	ba_0 gyur_4 cig_9 ces_15 sems_19 skyed_24 do_31 
K08D0044_H0094:321a-24	sangs rgyas mthong ba'i tshe byang chub sems dpas sems	sangs_0 rgya_6 mthong_12 ba_19 tshe_24 byang_29 chub_35 sems_40 dpas_45 sems_50 
K08D0044_H0094:321a-25	can thams cad sangs rgyas thams cad dang 'grogs pa	can_0 thams_4 cad_10 sangs_14 rgya_20 thams_26 cad_32 dang_36 'grogs_41 ba_48 
K08D0044_H0094:321a-26	rab tu thob ste bsgribs pa med pa'i mig dang	rab_0 tu_4 'thob_7 ste_12 sgrib_16 ba_24 med_27 ba_31 mig_36 dang_40 
K08D0044_H0094:321a-27	ldan par gyur cig /	ldan_0 ba_5 gyur_9 cig_14 
K08D0044_H0094:321b-0	ces sems @321b bskyed do //	ces_0 sems_4 skyed_15 do_22 
K08D0044_H0094:321b-1	mig mi 'gebs par blta ba'i tshe byang chub sems	mig_0 mi_4 'gebs_7 ba_13 lta_17 ba_22 tshe_27 byang_32 chub_38 sems_43 
K08D0044_H0094:321b-2	dpas sems can thams cad kun tu mdzes pas kun	dpas_0 sems_5 can_10 thams_14 cad_20 kun_24 tu_28 mdzes_31 ba_37 kun_41 
K08D0044_H0094:321b-3	tu bzang por gyur cig /	tu_0 bzang_3 por_9 gyur_13 cig_18 
K08D0044_H0094:321b-4	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:321b-5	mchod rten mthong ba'i tshe byang chub sems dpas sems	mchod_0 rten_6 mthong_11 ba_18 tshe_23 byang_28 chub_34 sems_39 dpas_44 sems_49 
K08D0044_H0094:321b-6	can thams cad 'gro ba kun gyis mchod par 'os	can_0 thams_4 cad_10 'gro_14 ba_19 kun_22 gyis_26 mchod_31 ba_37 'os_41 
K08D0044_H0094:321b-7	shing mchod rten lta bur gyur cig /	shing_0 mchod_6 rten_12 lta_17 bur_21 gyur_25 cig_30 
K08D0044_H0094:321b-8	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:321b-9	blta ba'i tshe byang chub sems dpas sems can thams	lta_0 ba_5 tshe_10 byang_15 chub_21 sems_26 dpas_31 sems_36 can_41 thams_45 
K08D0044_H0094:321b-10	cad lha dang bcas pa'i 'jig rten gyis blta bar	cad_0 lha_4 dang_8 'cha'_13 ba_18 'jig_23 rten_28 gyis_33 lta_38 ba_43 
K08D0044_H0094:321b-11	gyur cig / ces sems bskyed do //	gyur_0 cig_5 ces_11 sems_15 skyed_20 do_27 
K08D0044_H0094:321b-12	spyi bos thug pa'i tshe byang chub sems dpas sems	spyi_0 'bod_5 thug_9 ba_14 tshe_19 byang_24 chub_30 sems_35 dpas_40 sems_45 
K08D0044_H0094:321b-13	can thams cad lha dang bcas pa'i 'jig rten gyis	can_0 thams_4 cad_10 lha_14 dang_18 'cha'_23 ba_28 'jig_33 rten_38 gyis_43 
K08D0044_H0094:321b-14	spyi gtsug bltar mi snang bar gyur cig /	spyi_0 gtsug_5 bltar_11 mi_17 snang_20 ba_26 gyur_30 cig_35 
K08D0044_H0094:321b-15	ces sems bskyed do //	ces_0 sems_4 skyed_9 do_16 
K08D0044_H0094:321b-16	g-yas phyogs su bskor ba byed pa'i tshe byang chub	g-yas_0 phyogs_6 su_13 skor_16 ba_22 byed_25 ba_30 tshe_35 byang_40 chub_46 
