K02D0008_H0009:1b-0	@1b [dd] #//	[dd]_4 
K02D0008_H0009:534a-21	kyi pha rol tu phyin pa la spyod pa'i tshe	kyi_0 pha_4 rol_8 tu_12 phyin_15 ba_21 la_24 spyod_27 ba_33 tshe_38 
K02D0008_H0009:534a-22	chos skyon med pa nyid la gnas par mi bgyi'o	chos_0 skyon_5 med_11 ba_15 nyid_18 la_23 gnas_26 ba_31 mi_35 bgyid_38 
K02D0008_H0009:534a-23	// bcom ldan 'das /	'joms_3 ldan_8 'da'_13 
K02D0008_H0009:534a-24	gzhan yang byang chub sems dpa' sems dpa' chen pos	gzhan_0 yang_6 byang_11 chub_17 sems_22 dpa'_27 sems_32 dpa'_37 chen_42 pos_47 
K02D0008_H0009:534a-25	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:534a-26	pa'i tshe yang dag pa'i mtha' la gnas par mi	ba_0 tshe_5 yang_10 'dag_15 ba_19 mtha'_24 la_30 gnas_33 ba_38 mi_42 
K02D0008_H0009:534a-27	bgyi ste / de ci'i slad du zhe na /	bgyid_0 ste_5 de_11 ci_14 slad_19 du_24 zhe_27 na_31 
K02D0008_H0009:534a-28	bcom ldan 'das de ni; 'di ltar yang dag pa'i mtha' yang dag pa'i mthas stong ste /	'joms_0 ldan_5 'da'_10 de_15 ni;_18 'di_22 ltar_26 yang_31 'dag_36 ba_40 mtha'_45 yang_51 'dag_56 ba_60 mthas_65 stong_71 ste_77 
K02D0008_H0009:534a-29	yang dag pa'i mtha'i stong pa nyid gang lags pa de'ang yang dag pa'i mtha' ma lags /	yang_0 'dag_5 ba_9 mtha_14 stong_21 ba_27 nyid_30 gang_35 lags_40 ba_45 de_48 yang_55 'dag_60 ba_64 mtha'_69 ma_75 lags_78 
K02D0008_H0009:534b-0	yang dag pa'i mtha' @534b las gud na'ang stong pa nyid ma mchis te /	yang_0 'dag_5 ba_9 mtha'_14 las_26 'gud_30 na_34 stong_41 ba_47 nyid_50 ma_55 mchis_58 te_64 
K02D0008_H0009:534b-1	yang dag pa'i mtha' nyid kyang stong pa nyid stong pa nyid kyang yang dag pa'i mtha'o //	yang_0 'dag_5 ba_9 mtha'_14 nyid_20 kyang_25 stong_31 ba_37 nyid_40 stong_45 ba_51 nyid_54 kyang_59 yang_65 'dag_70 ba_74 mtha_79 
K02D0008_H0009:534b-2	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:534b-3	rnam grangs des na /	rnam_0 grangs_5 des_12 na_16 
K02D0008_H0009:534b-4	byang chub sems dpa' sems dpa' chen pos shes rab	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 pos_36 shes_40 rab_45 
K02D0008_H0009:534b-5	kyi pha rol tu phyin pa la spyod pa'i tshe	kyi_0 pha_4 rol_8 tu_12 phyin_15 ba_21 la_24 spyod_27 ba_33 tshe_38 
K02D0008_H0009:534b-6	yang dag pa'i mtha' la gnas par mi bgyi'o //	yang_0 'dag_5 ba_9 mtha'_14 la_20 gnas_23 ba_28 mi_32 bgyid_35 
K02D0008_H0009:534b-7	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:534b-8	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:534b-9	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:534b-10	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:534b-11	dang / bdag gir bgyi ba la gnas pa'i yid kyis gzugs la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 gzugs_46 la_52 gnas_55 na_60 
K02D0008_H0009:534b-12	de gzugs mngon par 'du bgyi ba la spyod kyi /	de_0 gzugs_3 mngon_9 ba_15 'du_19 bgyid_23 ba_28 la_31 spyod_34 kyi_40 
K02D0008_H0009:534b-13	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:534b-14	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:534b-15	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:534b-16	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:534b-17	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:534b-18	dang / bdag gir bgyi ba la gnas pa'i yid kyis tshor ba la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 tshor_46 ba_52 la_55 gnas_58 na_63 
K02D0008_H0009:534b-19	de tshor ba mngon par 'du bgyi ba la spyod kyi /	de_0 tshor_3 ba_9 mngon_12 ba_18 'du_22 bgyid_26 ba_31 la_34 spyod_37 kyi_43 
K02D0008_H0009:534b-20	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:534b-21	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:534b-22	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:534b-23	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:534b-24	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:534b-25	dang / bdag gir bgyi ba la gnas pa'i yid kyis 'du shes la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 'du_46 shes_50 la_55 gnas_58 na_63 
K02D0008_H0009:534b-26	de 'du shes mngon par 'du bgyi ba la spyod kyi /	de_0 'du_3 shes_7 mngon_12 ba_18 'du_22 bgyid_26 ba_31 la_34 spyod_37 kyi_43 
K02D0008_H0009:534b-27	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:534b-28	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:535a-0	gal te byang chub sems dpa' sems dpa' chen po @535a *//	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:535a-1	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:535a-2	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:535a-3	dang / bdag gir bgyi ba la gnas pa'i yid kyis 'du byed la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 'du_46 byed_50 la_55 gnas_58 na_63 
K02D0008_H0009:535a-4	de 'du byed mngon par 'du bgyi ba la spyod kyi /	de_0 'du_3 byed_7 mngon_12 ba_18 'du_22 bgyid_26 ba_31 la_34 spyod_37 kyi_43 
K02D0008_H0009:535a-5	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:535a-6	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:535a-7	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:535a-8	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:535a-9	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:535a-10	dang / bdag gir bgyi ba la gnas pa'i yid kyis rnam par shes pa la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 rnam_46 ba_51 shes_55 ba_60 la_63 gnas_66 na_71 
K02D0008_H0009:535a-11	de rnam par shes pa mngon par 'du bgyi ba la spyod kyi /	de_0 rnam_3 ba_8 shes_12 ba_17 mngon_20 ba_26 'du_30 bgyid_34 ba_39 la_42 spyod_45 kyi_51 
K02D0008_H0009:535a-12	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:535a-13	de ci'i slad du zhe na /	de_0 ci_3 slad_8 du_13 zhe_16 na_20 
K02D0008_H0009:535a-14	mngon par 'du bgyi ba la spyod pa'i byang chub sems dpa' sems dpa' chen pos ni /	mngon_0 ba_6 'du_10 bgyid_14 ba_19 la_22 spyod_25 ba_31 byang_36 chub_42 sems_47 dpa'_52 sems_57 dpa'_62 chen_67 pos_72 ni_76 
K02D0008_H0009:535a-15	shes rab kyi pha rol tu phyin pa yongs su zin par mi 'gyur /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 yongs_33 su_39 zin_42 ba_46 mi_50 'gyur_53 
K02D0008_H0009:535a-16	shes rab kyi pha rol tu phyin pa'i rnal 'byor la snyoms par 'jug par mi 'gyur te /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 rnal_35 'byor_40 la_46 snyom_49 ba_56 'jug_60 ba_65 mi_69 'gyur_72 te_78 
K02D0008_H0009:535a-17	shes rab kyi pha rol tu phyin pa yongs su	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 yongs_33 su_39 
K02D0008_H0009:535a-18	rdzogs par ma gyur par rnam pa thams cad mkhyen	rdzogs_0 ba_7 ma_11 gyur_14 ba_19 rnam_23 ba_28 thams_31 cad_37 mkhyen_41 
K02D0008_H0009:535a-19	pa nyid du 'byung bar mi 'gyur ro //	ba_0 nyid_3 du_8 'byung_11 ba_18 mi_22 'gyur_25 ro_31 
K02D0008_H0009:535a-20	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:535a-21	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:535a-22	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:535a-23	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:535a-24	dang / bdag gir bgyi ba la gnas pa'i yid kyis mig la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 mig_46 la_50 gnas_53 na_58 
K02D0008_H0009:535a-25	de mig mngon par 'du bgyi ba la spyod kyi /	de_0 mig_3 mngon_7 ba_13 'du_17 bgyid_21 ba_26 la_29 spyod_32 kyi_38 
K02D0008_H0009:535b-0	shes rab kyi pha rol @535b tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_27 phyin_30 ba_36 la_39 mi_42 spyod_45 do_51 
K02D0008_H0009:535b-1	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:535b-2	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:535b-3	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:535b-4	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:535b-5	dang / bdag gir bgyi ba la gnas pa'i yid kyis rna ba la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 rna_46 ba_50 la_53 gnas_56 na_61 
K02D0008_H0009:535b-6	de rna ba mngon par 'du bgyi ba la spyod kyi /	de_0 rna_3 ba_7 mngon_10 ba_16 'du_20 bgyid_24 ba_29 la_32 spyod_35 kyi_41 
K02D0008_H0009:535b-7	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:535b-8	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:535b-9	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:535b-10	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:535b-11	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:535b-12	dang / bdag gir bgyi ba la gnas pa'i yid kyis sna la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 sna_46 la_50 gnas_53 na_58 
K02D0008_H0009:535b-13	de sna mngon par 'du bgyi ba la spyod kyi /	de_0 sna_3 mngon_7 ba_13 'du_17 bgyid_21 ba_26 la_29 spyod_32 kyi_38 
K02D0008_H0009:535b-14	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:535b-15	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:535b-16	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:535b-17	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:535b-18	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:535b-19	dang / bdag gir bgyi ba la gnas pa'i yid kyis lce la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 lce_46 la_50 gnas_53 na_58 
K02D0008_H0009:535b-20	de lce mngon par 'du bgyi ba la spyod kyi /	de_0 lce_3 mngon_7 ba_13 'du_17 bgyid_21 ba_26 la_29 spyod_32 kyi_38 
K02D0008_H0009:535b-21	shes rab kyi pha rol tu phyin pa la mi spyod do; ;bcom ldan 'das /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do;_45 ;bcom_49 ldan_55 'da'_60 
K02D0008_H0009:535b-22	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:535b-23	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:535b-24	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:535b-25	dang / bdag gir bgyi ba la gnas pa'i yid kyis lus la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 lus_46 la_50 gnas_53 na_58 
K02D0008_H0009:535b-26	de lus mngon par 'du bgyi ba la spyod kyi /	de_0 lus_3 mngon_7 ba_13 'du_17 bgyid_21 ba_26 la_29 spyod_32 kyi_38 
K02D0008_H0009:535b-27	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:535b-28	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:536a-0	gal te byang chub sems dpa' @536a *//	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 
K02D0008_H0009:536a-1	sems dpa' chen po shes rab kyi pha rol tu	sems_0 dpa'_5 chen_10 po_15 shes_18 rab_23 kyi_27 pha_31 rol_35 tu_39 
K02D0008_H0009:536a-2	phyin pa la spyod pa'i tshe thabs mi mkhas pas	phyin_0 ba_6 la_9 spyod_12 ba_18 tshe_23 thabs_28 mi_34 mkhas_37 ba_43 
K02D0008_H0009:536a-3	bdag tu bgyi ba dang /	bdag_0 tu_5 bgyid_8 ba_13 dang_16 
K02D0008_H0009:536a-4	bdag gir bgyi ba la gnas pa'i yid kyis yid la gnas na /	bdag_0 gir_5 bgyid_9 ba_14 la_17 gnas_20 ba_25 yid_30 kyis_34 yid_39 la_43 gnas_46 na_51 
K02D0008_H0009:536a-5	de yid mngon par 'du bgyi ba la spyod kyi /	de_0 yid_3 mngon_7 ba_13 'du_17 bgyid_21 ba_26 la_29 spyod_32 kyi_38 
K02D0008_H0009:536a-6	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:536a-7	de ci'i slad du zhe na /	de_0 ci_3 slad_8 du_13 zhe_16 na_20 
K02D0008_H0009:536a-8	mngon par 'du bgyi ba la spyod pa'i byang chub sems dpa' sems dpa' chen pos ni /	mngon_0 ba_6 'du_10 bgyid_14 ba_19 la_22 spyod_25 ba_31 byang_36 chub_42 sems_47 dpa'_52 sems_57 dpa'_62 chen_67 pos_72 ni_76 
K02D0008_H0009:536a-9	shes rab kyi pha rol tu phyin pa yongs su zin par mi 'gyur /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 yongs_33 su_39 zin_42 ba_46 mi_50 'gyur_53 
K02D0008_H0009:536a-10	shes rab kyi pha rol tu phyin pa'i rnal 'byor la snyoms par 'jug par mi 'gyur te /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 rnal_35 'byor_40 la_46 snyom_49 ba_56 'jug_60 ba_65 mi_69 'gyur_72 te_78 
K02D0008_H0009:536a-11	shes rab kyi pha rol tu phyin pa yongs su	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 yongs_33 su_39 
K02D0008_H0009:536a-12	rdzogs par ma gyur par rnam pa thams cad mkhyen	rdzogs_0 ba_7 ma_11 gyur_14 ba_19 rnam_23 ba_28 thams_31 cad_37 mkhyen_41 
K02D0008_H0009:536a-13	pa nyid du 'byung bar mi 'gyur ro //	ba_0 nyid_3 du_8 'byung_11 ba_18 mi_22 'gyur_25 ro_31 
K02D0008_H0009:536a-14	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:536a-15	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:536a-16	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:536a-17	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:536a-18	dang / bdag gir bgyi ba la gnas pa'i yid kyis gzugs la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 gzugs_46 la_52 gnas_55 na_60 
K02D0008_H0009:536a-19	de gzugs mngon par 'du bgyi ba la spyod kyi /	de_0 gzugs_3 mngon_9 ba_15 'du_19 bgyid_23 ba_28 la_31 spyod_34 kyi_40 
K02D0008_H0009:536a-20	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:536a-21	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:536a-22	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:536a-23	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:536a-24	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:536a-25	dang / bdag gir bgyi ba la gnas pa'i yid kyis sgra la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 sgra_46 la_51 gnas_54 na_59 
K02D0008_H0009:536a-26	de sgra mngon par 'du bgyi ba la spyod kyi /	de_0 sgra_3 mngon_8 ba_14 'du_18 bgyid_22 ba_27 la_30 spyod_33 kyi_39 
K02D0008_H0009:536b-0	shes rab kyi pha rol tu @536b phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_30 ba_36 la_39 mi_42 spyod_45 do_51 
K02D0008_H0009:536b-1	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:536b-2	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:536b-3	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:536b-4	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:536b-5	dang / bdag gir bgyi ba la gnas pa'i yid kyis dri la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 'dri_46 la_50 gnas_53 na_58 
K02D0008_H0009:536b-6	de dri mngon par 'du bgyi ba la spyod kyi /	de_0 'dri_3 mngon_7 ba_13 'du_17 bgyid_21 ba_26 la_29 spyod_32 kyi_38 
K02D0008_H0009:536b-7	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:536b-8	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:536b-9	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:536b-10	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:536b-11	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:536b-12	dang / bdag gir bgyi ba la gnas pa'i yid kyis ro la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 ro_46 la_49 gnas_52 na_57 
K02D0008_H0009:536b-13	de ro mngon par 'du bgyi ba la spyod kyi /	de_0 ro_3 mngon_6 ba_12 'du_16 bgyid_20 ba_25 la_28 spyod_31 kyi_37 
K02D0008_H0009:536b-14	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:536b-15	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:536b-16	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:536b-17	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
K02D0008_H0009:536b-18	pa'i tshe thabs mi mkhas pas bdag tu bgyi ba	ba_0 tshe_5 thabs_10 mi_16 mkhas_19 ba_25 bdag_29 tu_34 bgyid_37 ba_42 
K02D0008_H0009:536b-19	dang / bdag gir bgyi ba la gnas pa'i yid kyis reg la gnas na /	dang_0 bdag_7 gir_12 bgyid_16 ba_21 la_24 gnas_27 ba_32 yid_37 kyis_41 reg_46 la_50 gnas_53 na_58 
K02D0008_H0009:536b-20	de reg mngon par 'du bgyi ba la spyod kyi /	de_0 reg_3 mngon_7 ba_13 'du_17 bgyid_21 ba_26 la_29 spyod_32 kyi_38 
K02D0008_H0009:536b-21	shes rab kyi pha rol tu phyin pa la mi spyod do //	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 mi_36 spyod_39 do_45 
K02D0008_H0009:536b-22	bcom ldan 'das /	'joms_0 ldan_5 'da'_10 
K02D0008_H0009:536b-23	gal te byang chub sems dpa' sems dpa' chen po	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K02D0008_H0009:536b-24	shes rab kyi pha rol tu phyin pa la spyod	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 la_33 spyod_36 
