K05D0010_H0012:1b-0	@1b [dd] #//	[dd]_4 
K05D0010_H0012:380a-38	phra ba ma yin /	phra_0 ba_5 ma_8 yin_11 
K05D0010_H0012:380a-39	de bzhin du yang dag par spong ba rnams dang /	de_0 bzhin_3 du_9 yang_12 'dag_17 ba_21 spong_25 ba_31 rnams_34 dang_40 
K05D0010_H0012:380a-40	rdzu 'phrul gyi rkang pa rnams dang /	rdzu_0 'phrul_5 gyi_12 rkang_16 ba_22 rnams_25 dang_31 
K05D0010_H0012:380a-41	dbang po rnams dang /	dbang_0 po_6 rnams_9 dang_15 
K05D0010_H0012:380a-42	stobs rnams dang /	stobs_0 rnams_6 dang_12 
K05D0010_H0012:380a-43	byang chub kyi yan lag rnams dang /	byang_0 chub_6 kyi_11 yan_15 lag_19 rnams_23 dang_29 
K05D0010_H0012:380a-44	'phags pa'i lam yan lag brgyad pa dang /	'phag_0 ba_7 lam_12 yan_16 lag_20 brgyad_24 ba_31 dang_34 
K05D0010_H0012:380a-45	stobs bcu dang /	stobs_0 'chu_6 dang_10 
K05D0010_H0012:380a-46	mi 'jigs pa bzhi dang /	mi_0 'jigs_3 ba_9 bzhi_12 dang_17 
K05D0010_H0012:380a-47	so so yang dag par rig pa bzhi dang /	so_0 so_3 yang_6 'dag_11 ba_15 rig_19 ba_23 bzhi_26 dang_31 
K05D0010_H0012:380b-0	sangs rgyas kyi chos ma 'dres @380b pa bco brgyad ni zab pa ma yin /	sangs_0 rgya_6 kyi_12 chos_16 ma_21 'dre_24 ba_36 'chos_39 brgyad_43 ni_50 zab_53 ba_57 ma_60 yin_63 
K05D0010_H0012:380b-1	phra ba ma yin /	phra_0 ba_5 ma_8 yin_11 
K05D0010_H0012:380b-2	ting nge 'dzin thams cad dang /	ting_0 nge_5 'dzin_9 thams_15 cad_21 dang_25 
K05D0010_H0012:380b-3	gzungs kyi sgo thams cad ni zab pa ma yin /	gzungs_0 kyi_7 sgo_11 thams_15 cad_21 ni_25 zab_28 ba_32 ma_35 yin_38 
K05D0010_H0012:380b-4	phra ba ma yin /	phra_0 ba_5 ma_8 yin_11 
K05D0010_H0012:380b-5	rnam pa thams cad mkhyen pa nyid kyi bar ni zab pa ma yin /	rnam_0 ba_5 thams_8 cad_14 mkhyen_18 ba_25 nyid_28 kyi_33 ba_37 ni_41 zab_44 ba_48 ma_51 yin_54 
K05D0010_H0012:380b-6	phra ba ma yin no //	phra_0 ba_5 ma_8 yin_11 no_15 
K05D0010_H0012:380b-7	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K05D0010_H0012:380b-8	'di ltar rnam pa thams cad mkhyen pa nyid kyi bar gyi rang bzhin ni zab pa ma yin /	'di_0 ltar_4 rnam_9 ba_14 thams_17 cad_23 mkhyen_27 ba_34 nyid_37 kyi_42 ba_46 gyi_50 rang_54 bzhin_59 ni_65 zab_68 ba_72 ma_75 yin_78 
K05D0010_H0012:380b-9	phra ba ma yin pa'i phyir ro //	phra_0 ba_5 ma_8 yin_11 ba_15 phyir_20 ro_26 
K05D0010_H0012:380b-10	de nas lha'i bu de dag 'di snyam du sems te /	de_0 nas_3 lha_7 bu_13 de_16 'dag_19 'di_23 snyam_27 du_33 sems_36 te_41 
K05D0010_H0012:380b-11	'o na chos bstan pa 'di la gzugs su btags pa'ang med dam /	'o_0 na_3 chos_6 ston_11 ba_17 'di_20 la_24 gzugs_27 su_33 'dogs_36 ba_42 med_49 dam_53 
K05D0010_H0012:380b-12	tshor ba dang /	tshor_0 ba_6 dang_9 
K05D0010_H0012:380b-13	'du shes dang /	'du_0 shes_4 dang_9 
K05D0010_H0012:380b-14	'du byed rnams dang /	'du_0 byed_4 rnams_9 dang_15 
K05D0010_H0012:380b-15	rnam par shes par btags pa'ang med dam /	rnam_0 ba_5 shes_9 ba_14 'dogs_18 ba_24 med_31 dam_35 
K05D0010_H0012:380b-16	khams rnams dang /	khams_0 rnams_6 dang_12 
K05D0010_H0012:380b-17	skye mched rnams dang /	skye_0 mched_5 rnams_11 dang_17 
K05D0010_H0012:380b-18	rten cing 'brel par 'byung bar btags pa'ang med dam /	rten_0 cing_5 'brel_10 ba_16 'byung_20 ba_27 'dogs_31 ba_37 med_44 dam_48 
K05D0010_H0012:380b-19	pha rol tu phyin pa rnams dang /	pha_0 rol_4 tu_8 phyin_11 ba_17 rnams_20 dang_26 
K05D0010_H0012:380b-20	byang chub kyi phyogs kyi chos rnams su btags pa'ang med dam /	byang_0 chub_6 kyi_11 phyogs_15 kyi_22 chos_26 rnams_31 su_37 'dogs_40 ba_46 med_53 dam_57 
K05D0010_H0012:380b-21	stong pa nyid thams cad dang /	stong_0 ba_6 nyid_9 thams_14 cad_20 dang_24 
K05D0010_H0012:380b-22	ting nge 'dzin thams cad dang /	ting_0 nge_5 'dzin_9 thams_15 cad_21 dang_25 
K05D0010_H0012:380b-23	gzungs kyi sgo thams cad dang /	gzungs_0 kyi_7 sgo_11 thams_15 cad_21 dang_25 
K05D0010_H0012:380b-24	stobs bcu dang /	stobs_0 'chu_6 dang_10 
K05D0010_H0012:380b-25	mi 'jigs pa rnams dang /	mi_0 'jigs_3 ba_9 rnams_12 dang_18 
K05D0010_H0012:380b-26	so so yang dag par rig pa rnams dang /	so_0 so_3 yang_6 'dag_11 ba_15 rig_19 ba_23 rnams_26 dang_32 
K05D0010_H0012:380b-27	sangs rgyas kyi chos ma 'dres pa bco brgyad du btags pa'ang med dam /	sangs_0 rgya_6 kyi_12 chos_16 ma_21 'dre_24 ba_30 'chos_33 brgyad_37 du_44 'dogs_47 ba_53 med_60 dam_64 
K05D0010_H0012:380b-28	chos bstan pa 'di la rgyun du zhugs pa'i 'bras bur btags pa'ang med dam /	chos_0 ston_5 ba_11 'di_14 la_18 rgyun_21 du_27 'jug_30 ba_36 'bras_41 bur_47 'dogs_51 ba_57 med_64 dam_68 
K05D0010_H0012:380b-29	lan gcig phyir 'ong ba'i 'bras bu dang /	lan_0 gcig_4 phyir_9 'ong_15 ba_20 'bras_25 bu_31 dang_34 
K05D0010_H0012:380b-30	phyir mi 'ong ba'i 'bras bu dang /	phyir_0 mi_6 'ong_9 ba_14 'bras_19 bu_25 dang_28 
K05D0010_H0012:380b-31	dgra bcom pa nyid dang /	dgra_0 'joms_5 ba_10 nyid_13 dang_18 
K05D0010_H0012:380b-32	rang sangs rgyas nyid du btags pa'ang med dam /	rang_0 sangs_5 rgya_11 nyid_17 du_22 'dogs_25 ba_31 med_38 dam_42 
K05D0010_H0012:380b-33	byang chub sems dpar btags pa'ang med dam /	byang_0 chub_6 sems_11 dpar_16 'dogs_21 ba_27 med_34 dam_38 
K05D0010_H0012:381a-0	sangs rgyas nyid du btags @381a *//	sangs_0 rgya_6 nyid_12 du_17 'dogs_20 
K05D0010_H0012:381a-1	pa'ang med dam /	ba_0 med_7 dam_11 
K05D0010_H0012:381a-2	byang chub tu btags pa'ang med dam /	byang_0 chub_6 tu_11 'dogs_14 ba_20 med_27 dam_31 
K05D0010_H0012:381a-3	yi ge rnams su btags pa'ang med dam snyam mo //	yi_0 ge_3 rnams_6 su_12 'dogs_15 ba_21 med_28 dam_32 snyam_36 mo_42 
K05D0010_H0012:381a-4	de nas tshe dang ldan pa rab 'byor gyis lha'i	de_0 nas_3 tshe_7 dang_12 ldan_17 ba_22 rab_25 'byor_29 gyis_35 lha_40 
K05D0010_H0012:381a-5	bu de dag gi sems kyi yongs su rtog pa	bu_0 de_3 'dag_6 gi_10 sems_13 kyi_18 yongs_22 su_28 rtogs_31 ba_36 
K05D0010_H0012:381a-6	sems kyis shes nas /	sems_0 kyis_5 shes_10 nas_15 
K05D0010_H0012:381a-7	lha'i bu de dag la 'di skad ces smras so //	lha_0 bu_6 de_9 'dag_12 la_16 'di_19 skad_23 ces_28 smras_32 so_38 
K05D0010_H0012:381a-8	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:381a-9	de de bzhin no //	de_0 de_3 bzhin_6 no_12 
K05D0010_H0012:381a-10	de de bzhin te /	de_0 de_3 bzhin_6 te_12 
K05D0010_H0012:381a-11	de bzhin gshegs pa rnams kyi byang chub ni brjod du med cing /	de_0 bzhin_3 gshegs_9 ba_16 rnams_19 kyi_25 byang_29 chub_35 ni_40 rjod_43 du_49 med_52 cing_56 
K05D0010_H0012:381a-12	bsnyad du med pa ste /	snyad_0 du_7 med_10 ba_14 ste_17 
K05D0010_H0012:381a-13	de ni sus kyang mnyan du med cing shes par byar med do //	de_0 ni_3 sus_6 kyang_10 nyan_16 du_22 med_25 cing_29 shes_34 ba_39 byar_43 med_48 do_52 
K05D0010_H0012:381a-14	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:381a-15	de ltar na gang dag rgyun du zhugs pa'i 'bras bu la gnas par 'dod pa dang /	de_0 ltar_3 na_8 gang_11 'dag_16 rgyun_20 du_26 'jug_29 ba_35 'bras_40 bu_46 la_49 gnas_52 ba_57 'dod_61 ba_66 dang_69 
K05D0010_H0012:381a-16	rgyun du zhugs pa'i 'bras bu mngon sum du bya	rgyun_0 du_6 'jug_9 ba_15 'bras_20 bu_26 mngon_29 sum_35 du_39 byed_42 
K05D0010_H0012:381a-17	bar 'dod pa de dag gis kyang bzod pa 'di	ba_0 'dod_4 ba_9 de_12 'dag_15 gis_19 kyang_23 bzod_29 ba_34 'di_37 
K05D0010_H0012:381a-18	la mi brten du mi rung ngo //	la_0 mi_3 rten_6 du_12 mi_15 rung_18 ngo_23 
K05D0010_H0012:381a-19	gang dag lan gcig phyir 'ong ba'i 'bras bu dang /	gang_0 'dag_5 lan_9 gcig_13 phyir_18 'ong_24 ba_29 'bras_34 bu_40 dang_43 
K05D0010_H0012:381a-20	gang dag phyir mi 'ong ba'i 'bras bu dang /	gang_0 'dag_5 phyir_9 mi_15 'ong_18 ba_23 'bras_28 bu_34 dang_37 
K05D0010_H0012:381a-21	gang dag dgra bcom pa nyid dang /	gang_0 'dag_5 dgra_9 'joms_14 ba_19 nyid_22 dang_27 
K05D0010_H0012:381a-22	gang dag rang sangs rgyas nyid dang /	gang_0 'dag_5 rang_9 sangs_14 rgya_20 nyid_26 dang_31 
K05D0010_H0012:381a-23	gang dag sangs rgyas nyid mngon sum du bya bar	gang_0 'dag_5 sangs_9 rgya_15 nyid_21 mngon_26 sum_32 du_36 byed_39 ba_43 
K05D0010_H0012:381a-24	'dod pa de dag gis kyang bzod pa 'di la	'dod_0 ba_5 de_8 'dag_11 gis_15 kyang_19 bzod_25 ba_30 'di_33 la_37 
K05D0010_H0012:381a-25	mi brten du mi rung ste /	mi_0 rten_3 du_9 mi_12 rung_15 ste_20 
K05D0010_H0012:381a-26	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:381a-27	byang chub sems dpa' sems dpa' chen pos sems dang po bskyed phyin chad bsnyad du med pa dang /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 pos_36 sems_40 dang_45 po_50 skyed_53 phyin_60 'chad_66 snyad_71 du_78 med_81 ba_85 dang_88 
K05D0010_H0012:381a-28	mnyan du med par de ltar shes rab kyi pha rol tu phyin pa la gnas par bya'o //	nyan_0 du_6 med_9 ba_13 de_17 ltar_20 shes_25 rab_30 kyi_34 pha_38 rol_42 tu_46 phyin_49 ba_55 la_58 gnas_61 ba_66 byed_70 
K05D0010_H0012:381a-29	shes rab kyi pha rol tu phyin pa khri brgyad stong pa las /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 khri_33 brgyad_38 stong_45 ba_51 las_54 
K05D0010_H0012:381a-30	brgya byin gyi le'u dang po zhes bya ste nyi shu rtsa gnyis pa'o ////	brgya_0 byin_6 gyi_11 le_15 dang_20 po_25 zhes_28 byed_33 ste_37 nyi_41 shu_45 rtsa_49 gnyis_54 ba_60 
K05D0010_H0012:381b-0	@381b de nas lha'i bu de dag 'di snyam du sems te /	de_6 nas_9 lha_13 bu_19 de_22 'dag_25 'di_29 snyam_33 du_39 sems_42 te_47 
K05D0010_H0012:381b-1	gnas brtan rab 'byor la chos nyan pa ji lta bu dag tu 'dod par bya snyam mo //	gnas_0 brtan_5 rab_11 'byor_15 la_21 chos_24 nyan_29 ba_34 ji_37 lta_40 bu_44 'dag_47 tu_51 'dod_54 ba_59 byed_63 snyam_67 mo_73 
K05D0010_H0012:381b-2	de nas tshe dang ldan pa rab 'byor gyis lha'i	de_0 nas_3 tshe_7 dang_12 ldan_17 ba_22 rab_25 'byor_29 gyis_35 lha_40 
K05D0010_H0012:381b-3	bu de dag gi sems kyi yongs su rtog pa	bu_0 de_3 'dag_6 gi_10 sems_13 kyi_18 yongs_22 su_28 rtogs_31 ba_36 
K05D0010_H0012:381b-4	sems kyis shes nas /	sems_0 kyis_5 shes_10 nas_15 
K05D0010_H0012:381b-5	lha'i bu de dag la 'di skad ces smras so //	lha_0 bu_6 de_9 'dag_12 la_16 'di_19 skad_23 ces_28 smras_32 so_38 
K05D0010_H0012:381b-6	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:381b-7	bdag la chos nyan pa ni sgyu ma'i skyes bu lta bur 'dod par bya'o //	bdag_0 la_5 chos_8 nyan_13 ba_18 ni_21 sgyu_24 ma_29 skye_34 bu_40 lta_43 bur_47 'dod_51 ba_56 byed_60 
K05D0010_H0012:381b-8	bdag la chos nyan pa ni sprul pa lta bur 'dod par bya ste /	bdag_0 la_5 chos_8 nyan_13 ba_18 ni_21 sprul_24 ba_30 lta_33 bur_37 'dod_41 ba_46 byed_50 ste_54 
K05D0010_H0012:381b-9	de dag ni cung zad kyang nyan pa med cing /	de_0 'dag_3 ni_7 cung_10 zad_15 kyang_19 nyan_25 ba_30 med_33 cing_37 
K05D0010_H0012:381b-10	kun chub par byed pa med la /	kun_0 chub_4 ba_9 byed_13 ba_18 med_21 la_25 
K05D0010_H0012:381b-11	mngon sum du byed pa med do //	mngon_0 sum_6 du_10 byed_13 ba_18 med_21 do_25 
K05D0010_H0012:381b-12	de nas lha'i bu de dag gis /	de_0 nas_3 lha_7 bu_13 de_16 'dag_19 gis_23 
K05D0010_H0012:381b-13	tshe dang ldan pa rab 'byor la 'di skad ces smras so //	tshe_0 dang_5 ldan_10 ba_15 rab_18 'byor_22 la_28 'di_31 skad_35 ces_40 smras_44 so_50 
K05D0010_H0012:381b-14	btsun pa rab 'byor /	btsun_0 ba_6 rab_9 'byor_13 
K05D0010_H0012:381b-15	ci sems can de dag kyang sgyu ma lta bu yin la /	ci_0 sems_3 can_8 de_12 'dag_15 kyang_19 sgyu_25 ma_30 lta_33 bu_37 yin_40 la_44 
K05D0010_H0012:381b-16	chos nyan pa de dag kyang sgyu ma lta bu yin nam /	chos_0 nyan_5 ba_10 de_13 'dag_16 kyang_20 sgyu_26 ma_31 lta_34 bu_38 yin_41 nam_45 
K05D0010_H0012:381b-17	sems can de dag kyang sprul pa lta bu yin la /	sems_0 can_5 de_9 'dag_12 kyang_16 sprul_22 ba_28 lta_31 bu_35 yin_38 la_42 
K05D0010_H0012:381b-18	chos nyan pa de dag kyang sprul pa lta bu yin nam /	chos_0 nyan_5 ba_10 de_13 'dag_16 kyang_20 sprul_26 ba_32 lta_35 bu_39 yin_42 nam_46 
K05D0010_H0012:381b-19	rab 'byor gyis smras pa /	rab_0 'byor_4 gyis_10 smras_15 ba_21 
K05D0010_H0012:381b-20	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:381b-21	de de bzhin no //	de_0 de_3 bzhin_6 no_12 
K05D0010_H0012:381b-22	de de bzhin te /	de_0 de_3 bzhin_6 te_12 
K05D0010_H0012:381b-23	sems can de dag kyang sgyu ma lta bu yin la /	sems_0 can_5 de_9 'dag_12 kyang_16 sgyu_22 ma_27 lta_30 bu_34 yin_37 la_41 
K05D0010_H0012:381b-24	chos nyan pa de dag kyang sgyu ma lta bu yin no //	chos_0 nyan_5 ba_10 de_13 'dag_16 kyang_20 sgyu_26 ma_31 lta_34 bu_38 yin_41 no_45 
K05D0010_H0012:381b-25	sems can de dag kyang sprul pa lta bu yin la /	sems_0 can_5 de_9 'dag_12 kyang_16 sprul_22 ba_28 lta_31 bu_35 yin_38 la_42 
K05D0010_H0012:381b-26	chos nyan pa de dag kyang sprul pa lta bu yin no //	chos_0 nyan_5 ba_10 de_13 'dag_16 kyang_20 sprul_26 ba_32 lta_35 bu_39 yin_42 no_46 
K05D0010_H0012:381b-27	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:381b-28	sems can rnams ni rmi lam lta bu dang /	sems_0 can_5 rnams_9 ni_15 rmi_18 lam_22 lta_26 bu_30 dang_33 
K05D0010_H0012:381b-29	sgyu ma lta bu yin te /	sgyu_0 ma_5 lta_8 bu_12 yin_15 te_19 
K05D0010_H0012:381b-30	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:381b-31	gzugs kyang rmi lam lta bu dang /	gzugs_0 kyang_6 rmi_12 lam_16 lta_20 bu_24 dang_27 
K05D0010_H0012:381b-32	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:381b-33	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:381b-34	tshor ba dang /	tshor_0 ba_6 dang_9 
K05D0010_H0012:381b-35	'du shes dang /	'du_0 shes_4 dang_9 
K05D0010_H0012:382a-0	@382a *// 'du byed rnams dang /	'du_10 byed_14 rnams_19 dang_25 
K05D0010_H0012:382a-1	rnam par shes pa'ang rmi lam lta bu dang /	rnam_0 ba_5 shes_9 ba_14 rmi_21 lam_25 lta_29 bu_33 dang_36 
K05D0010_H0012:382a-2	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382a-3	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:382a-4	mig kyang rmi lam lta bu dang /	mig_0 kyang_4 rmi_10 lam_14 lta_18 bu_22 dang_25 
K05D0010_H0012:382a-5	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382a-6	de bzhin du rna ba dang /	de_0 bzhin_3 du_9 rna_12 ba_16 dang_19 
K05D0010_H0012:382a-7	sna dang /	sna_0 dang_4 
K05D0010_H0012:382a-8	lce dang /	lce_0 dang_4 
K05D0010_H0012:382a-9	lus dang /	lus_0 dang_4 
K05D0010_H0012:382a-10	yid kyang rmi lam lta bu dang /	yid_0 kyang_4 rmi_10 lam_14 lta_18 bu_22 dang_25 
K05D0010_H0012:382a-11	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382a-12	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:382a-13	gzugs kyang rmi lam lta bu dang /	gzugs_0 kyang_6 rmi_12 lam_16 lta_20 bu_24 dang_27 
K05D0010_H0012:382a-14	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382a-15	sgra dang /	sgra_0 dang_5 
K05D0010_H0012:382a-16	dri dang /	'dri_0 dang_4 
K05D0010_H0012:382a-17	ro dang /	ro_0 dang_3 
K05D0010_H0012:382a-18	reg bya dang /	reg_0 byed_4 dang_8 
K05D0010_H0012:382a-19	chos rnams kyang rmi lam lta bu dang /	chos_0 rnams_5 kyang_11 rmi_17 lam_21 lta_25 bu_29 dang_32 
K05D0010_H0012:382a-20	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382a-21	lha'i bu dag /	lha_0 bu_6 'dag_9 
K05D0010_H0012:382a-22	mig gi rnam par shes pa dang /	mig_0 gi_4 rnam_7 ba_12 shes_16 ba_21 dang_24 
K05D0010_H0012:382a-23	mig gi 'dus te reg pa dang /	mig_0 gi_4 'du_7 te_12 reg_15 ba_19 dang_22 
K05D0010_H0012:382a-24	mig gi 'dus te reg pa las byung ba'i tshor ba'ang rmi lam lta bu dang /	mig_0 gi_4 'du_7 te_12 reg_15 ba_19 las_22 'byung_26 ba_32 tshor_37 ba_43 rmi_50 lam_54 lta_58 bu_62 dang_65 
K05D0010_H0012:382a-25	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382a-26	de bzhin du rna ba dang /	de_0 bzhin_3 du_9 rna_12 ba_16 dang_19 
K05D0010_H0012:382a-27	sna dang /	sna_0 dang_4 
K05D0010_H0012:382a-28	lce dang /	lce_0 dang_4 
K05D0010_H0012:382a-29	lus dang /	lus_0 dang_4 
K05D0010_H0012:382a-30	yid kyi rnam par shes pa dang /	yid_0 kyi_4 rnam_8 ba_13 shes_17 ba_22 dang_25 
K05D0010_H0012:382a-31	yid kyi 'dus te reg pa dang /	yid_0 kyi_4 'du_8 te_13 reg_16 ba_20 dang_23 
K05D0010_H0012:382a-32	yid kyi 'dus te reg pa las byung ba'i tshor ba'ang rmi lam lta bu dang /	yid_0 kyi_4 'du_8 te_13 reg_16 ba_20 las_23 'byung_27 ba_33 tshor_38 ba_44 rmi_51 lam_55 lta_59 bu_63 dang_66 
K05D0010_H0012:382a-33	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382a-34	spyin pa'i pha rol tu phyin pa'ang rmi lam lta bu dang /	spyin_0 ba_6 pha_11 rol_15 tu_19 phyin_22 ba_28 rmi_35 lam_39 lta_43 bu_47 dang_50 
K05D0010_H0012:382a-35	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382a-36	tshul khrims kyi pha rol tu phyin pa dang /	tshul_0 khrims_6 kyi_13 pha_17 rol_21 tu_25 phyin_28 ba_34 dang_37 
K05D0010_H0012:382a-37	bzod pa'i pha rol tu phyin pa dang /	bzod_0 ba_5 pha_10 rol_14 tu_18 phyin_21 ba_27 dang_30 
K05D0010_H0012:382a-38	brtson 'grus kyi pha rol tu phyin pa dang /	brtson_0 'grus_7 kyi_13 pha_17 rol_21 tu_25 phyin_28 ba_34 dang_37 
K05D0010_H0012:382a-39	bsam gtan gyi pha rol tu phyin pa dang /	bsam_0 gtan_5 gyi_10 pha_14 rol_18 tu_22 phyin_25 ba_31 dang_34 
K05D0010_H0012:382a-40	shes rab kyi pha rol tu phyin pa'ang rmi lam lta bu dang /	shes_0 rab_5 kyi_9 pha_13 rol_17 tu_21 phyin_24 ba_30 rmi_37 lam_41 lta_45 bu_49 dang_52 
K05D0010_H0012:382a-41	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382a-42	nang stong pa nyid kyang rmi lam lta bu dang /	nang_0 stong_5 ba_11 nyid_14 kyang_19 rmi_25 lam_29 lta_33 bu_37 dang_40 
K05D0010_H0012:382a-43	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382a-44	dngos po med pa'i ngo bo nyid stong pa nyid kyi bar yang rmi lam lta bu dang /	dngos_0 po_6 med_9 ba_13 ngo_18 'bo_22 nyid_25 stong_30 ba_36 nyid_39 kyi_44 ba_48 yang_52 rmi_57 lam_61 lta_65 bu_69 dang_72 
K05D0010_H0012:382b-0	sgyu ma @382b lta bu yin no //	sgyu_0 ma_5 lta_14 bu_18 yin_21 no_25 
K05D0010_H0012:382b-1	dran pa nye bar bzhag pa rnams kyang rmi lam lta bu dang /	dran_0 ba_5 nye_8 ba_12 'jog_16 ba_22 rnams_25 kyang_31 rmi_37 lam_41 lta_45 bu_49 dang_52 
K05D0010_H0012:382b-2	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382b-3	yang dag par spong ba rnams dang /	yang_0 'dag_5 ba_9 spong_13 ba_19 rnams_22 dang_28 
K05D0010_H0012:382b-4	rdzu 'phrul gyi rkang pa rnams dang /	rdzu_0 'phrul_5 gyi_12 rkang_16 ba_22 rnams_25 dang_31 
K05D0010_H0012:382b-5	dbang po rnams dang /	dbang_0 po_6 rnams_9 dang_15 
K05D0010_H0012:382b-6	stobs rnams dang /	stobs_0 rnams_6 dang_12 
K05D0010_H0012:382b-7	byang chub kyi yan lag rnams dang /	byang_0 chub_6 kyi_11 yan_15 lag_19 rnams_23 dang_29 
K05D0010_H0012:382b-8	'phags pa'i lam yan lag brgyad pa dang /	'phag_0 ba_7 lam_12 yan_16 lag_20 brgyad_24 ba_31 dang_34 
K05D0010_H0012:382b-9	stobs bcu dang /	stobs_0 'chu_6 dang_10 
K05D0010_H0012:382b-10	mi 'jigs pa rnams dang /	mi_0 'jigs_3 ba_9 rnams_12 dang_18 
K05D0010_H0012:382b-11	so so yang dag par rig pa rnams dang /	so_0 so_3 yang_6 'dag_11 ba_15 rig_19 ba_23 rnams_26 dang_32 
K05D0010_H0012:382b-12	sangs rgyas kyi chos ma 'dres pa rnams kyang rmi lam lta bu dang /	sangs_0 rgya_6 kyi_12 chos_16 ma_21 'dre_24 ba_30 rnams_33 kyang_39 rmi_45 lam_49 lta_53 bu_57 dang_60 
K05D0010_H0012:382b-13	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382b-14	rgyun du zhugs pa'i 'bras bu'ang rmi lam lta bu dang /	rgyun_0 du_6 'jug_9 ba_15 'bras_20 bu_26 rmi_33 lam_37 lta_41 bu_45 dang_48 
K05D0010_H0012:382b-15	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382b-16	rgyun du zhugs pa'ang rmi lam lta bu dang /	rgyun_0 du_6 'jug_9 ba_15 rmi_22 lam_26 lta_30 bu_34 dang_37 
K05D0010_H0012:382b-17	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382b-18	lan gcig phyir 'ong ba'i 'bras bu dang /	lan_0 gcig_4 phyir_9 'ong_15 ba_20 'bras_25 bu_31 dang_34 
K05D0010_H0012:382b-19	lan gcig phyir 'ong ba dang /	lan_0 gcig_4 phyir_9 'ong_15 ba_20 dang_23 
K05D0010_H0012:382b-20	phyir mi 'ong ba'i 'bras bu dang /	phyir_0 mi_6 'ong_9 ba_14 'bras_19 bu_25 dang_28 
K05D0010_H0012:382b-21	phyir mi 'ong ba dang /	phyir_0 mi_6 'ong_9 ba_14 dang_17 
K05D0010_H0012:382b-22	dgra bcom pa nyid dang /	dgra_0 'joms_5 ba_10 nyid_13 dang_18 
K05D0010_H0012:382b-23	dgra bcom pa'ang rmi lam lta bu dang /	dgra_0 'joms_5 ba_10 rmi_17 lam_21 lta_25 bu_29 dang_32 
K05D0010_H0012:382b-24	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382b-25	rang byang chub kyang rmi lam lta bu dang /	rang_0 byang_5 chub_11 kyang_16 rmi_22 lam_26 lta_30 bu_34 dang_37 
K05D0010_H0012:382b-26	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
K05D0010_H0012:382b-27	rang sangs rgyas kyang rmi lam lta bu dang /	rang_0 sangs_5 rgya_11 kyang_17 rmi_23 lam_27 lta_31 bu_35 dang_38 
K05D0010_H0012:382b-28	sgyu ma lta bu yin no //	sgyu_0 ma_5 lta_8 bu_12 yin_15 no_19 
