K10D0181_H0182:1b-0	@1b [dd] #//	[dd]_4 
K10D0181_H0182:92b-0	cad mkhyen pa nyid kyi bar chad @92b bya ba'i	cad_0 mkhyen_4 ba_11 nyid_14 kyi_19 ba_23 'chad_27 byed_37 ba_41 
K10D0181_H0182:92b-1	phyir nye bar gnas pa'o zhes kyang byang chub sems	phyir_0 nye_6 ba_10 gnas_14 ba_19 zhes_24 kyang_29 byang_35 chub_41 sems_46 
K10D0181_H0182:92b-2	dpas de la gnod sems sam /	dpas_0 de_5 la_8 gnod_11 sems_16 sam_21 
K10D0181_H0182:92b-3	mi bzod pa bskyed par mi bya'o //	mi_0 bzod_3 ba_8 skyed_11 ba_18 mi_22 byed_25 
K10D0181_H0182:92b-4	de ltar spyod na byang chub sems dpa' sems dpa'	de_0 ltar_3 spyod_8 na_14 byang_17 chub_23 sems_28 dpa'_33 sems_38 dpa'_43 
K10D0181_H0182:92b-5	chen po bzod pa'i pha rol tu phyin pa la	chen_0 po_5 bzod_8 ba_13 pha_18 rol_22 tu_26 phyin_29 ba_35 la_38 
K10D0181_H0182:92b-6	spyod pa yin no //	spyod_0 ba_6 yin_9 no_13 
K10D0181_H0182:92b-7	byang chub sems dpa' 'di ltar bdag bla na med	byang_0 chub_6 sems_11 dpa'_16 'di_21 ltar_25 bdag_30 bla_35 na_39 med_42 
K10D0181_H0182:92b-8	pa yang dag par rdzogs pa'i byang chub mngon par	ba_0 yang_3 'dag_8 ba_12 rdzogs_16 ba_23 byang_28 chub_34 mngon_39 ba_45 
K10D0181_H0182:92b-9	rdzogs par sangs rgyas nas /	rdzogs_0 ba_7 sangs_11 rgya_17 nas_23 
K10D0181_H0182:92b-10	sems can rnams kyi 'dod chags dang /	sems_0 can_5 rnams_9 kyi_15 'dod_19 chags_24 dang_30 
K10D0181_H0182:92b-11	zhe sdang dang /	zhe_0 sdang_4 dang_10 
K10D0181_H0182:92b-12	gti mug spang ba'i phyir chos bshad par bya'o snyam du sems bskyed par bya'o //	gti_0 mug_4 spong_8 ba_14 phyir_19 chos_25 'chad_30 ba_36 byed_40 snyam_46 du_52 sems_55 skyed_60 ba_67 byed_71 
K10D0181_H0182:92b-13	gal te byang chub sems dpa' sems dpa' chen pos de'i tshe dran pa rnyed na /	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 pos_43 de_47 tshe_52 dran_57 ba_62 rnyed_65 na_71 
K10D0181_H0182:92b-14	bdud sdig can zil gyis non pa yin no //	bdud_0 sdig_5 can_10 zil_14 gyis_18 non_23 ba_27 yin_30 no_34 
K10D0181_H0182:92b-15	gang gi tshe byang chub sems dpa' thams cad mkhyen	gang_0 gi_5 tshe_8 byang_13 chub_19 sems_24 dpa'_29 thams_34 cad_40 mkhyen_44 
K10D0181_H0182:92b-16	pa nyid yid la byed pa dag dang bral bar	ba_0 nyid_3 yid_8 la_12 byed_15 ba_20 'dag_23 dang_27 'bral_32 ba_37 
K10D0181_H0182:92b-17	gyur na bdag spyod yul ma yin par lhung bar	gyur_0 na_5 bdag_8 spyod_13 yul_19 ma_23 yin_26 ba_30 lhung_34 ba_40 
K10D0181_H0182:92b-18	ma gyur grang zhes rig par bya'o //	ma_0 gyur_3 grang_8 zhes_14 rig_19 ba_23 byed_27 
K10D0181_H0182:92b-19	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K10D0181_H0182:92b-20	'di ltar bdag thams cad mkhyen pa nyid dang mi	'di_0 ltar_4 bdag_9 thams_14 cad_20 mkhyen_24 ba_31 nyid_34 dang_39 mi_44 
K10D0181_H0182:92b-21	ldan pa'i phyir ro zhes bdag nyid kyi sems la	ldan_0 ba_5 phyir_10 ro_16 zhes_19 bdag_24 nyid_29 kyi_34 sems_38 la_43 
K10D0181_H0182:92b-22	brgyad bkag par bya'o //	brgyad_0 'gog_7 ba_12 byed_16 
K10D0181_H0182:92b-23	smras pa /	smras_0 ba_6 
K10D0181_H0182:92b-24	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:92b-25	ji tsam gyis na byang chub sems dpa' nyin mo chud zos par byed pa yin /	ji_0 tsam_3 gyis_8 na_13 byang_16 chub_22 sems_27 dpa'_32 nyin_37 mo_42 chud_45 zos_50 ba_54 byed_58 ba_63 yin_66 
K10D0181_H0182:92b-26	smras pa /	smras_0 ba_6 
K10D0181_H0182:92b-27	tshe dang ldan pa sh'a radva ti'i bu /	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 bu_34 
K10D0181_H0182:92b-28	gal te byang chub sems dpa' pha rol tu phyin	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 pha_28 rol_32 tu_36 phyin_39 
K10D0181_H0182:92b-29	pa drug po 'di rnams las gang yang rung ba	ba_0 drug_3 po_8 'di_11 rnams_15 las_21 gang_25 yang_30 rung_35 ba_40 
K10D0181_H0182:92b-30	spyod pa na / thams cad mkhyen pa nyid la mi sems sam /	spyod_0 ba_6 na_9 thams_14 cad_20 mkhyen_24 ba_31 nyid_34 la_39 mi_42 sems_45 sam_50 
K10D0181_H0182:92b-31	der yongs su bsngo bar mi byed na byang chub sems dpa'i nyin mo chud zos pa yin te /	der_0 yongs_4 su_10 sngo_13 ba_19 mi_23 byed_26 na_31 byang_34 chub_40 sems_45 dpa_50 nyin_56 mo_61 chud_64 zos_69 ba_73 yin_76 te_80 
K10D0181_H0182:93a-0	nyin mo de ni zhe na @93a *//	nyin_0 mo_5 de_8 ni_11 zhe_14 na_18 
K10D0181_H0182:93a-1	pa dang /	ba_0 dang_3 
K10D0181_H0182:93a-2	rmugs pa yin par rig par bya'o //	rmugs_0 ba_6 yin_9 ba_13 rig_17 ba_21 byed_25 
K10D0181_H0182:93a-3	gal te byang chub sems dpa' phyi nyin nam /	gal_0 te_4 byang_7 chub_13 sems_18 dpa'_23 phyi_28 nyin_33 nam_38 
K10D0181_H0182:93a-4	yang na phyi ma'i nyin par ram /	yang_0 na_5 phyi_8 ma_13 nyin_18 ba_23 ram_27 
K10D0181_H0182:93a-5	nyi ma bzhi'i nyin par sems par gyur te; sbyin pa'am /	nyi_0 ma_4 bzhi_7 nyin_14 ba_19 sems_23 ba_28 gyur_32 te;_37 sbyin_41 ba_47 
K10D0181_H0182:93a-6	tshul khrims sam /	tshul_0 khrims_6 sam_13 
K10D0181_H0182:93a-7	bzod pa'am /	bzod_0 ba_5 
K10D0181_H0182:93a-8	brtson 'grus sam /	brtson_0 'grus_7 sam_13 
K10D0181_H0182:93a-9	bsam gtan rnams sam /	bsam_0 gtan_5 rnams_10 sam_16 
K10D0181_H0182:93a-10	shes rab la sems par gyur la /	shes_0 rab_5 la_9 sems_12 ba_17 gyur_21 la_26 
K10D0181_H0182:93a-11	bsams nas kyang bla na med pa yang dag par	bsams_0 nas_6 kyang_10 bla_16 na_20 med_23 ba_27 yang_30 'dag_35 ba_39 
K10D0181_H0182:93a-12	rdzogs pa'i byang chub tu yongs su bsngo na de	rdzogs_0 ba_7 byang_12 chub_18 tu_23 yongs_26 su_32 sngo_35 na_41 de_44 
K10D0181_H0182:93a-13	ltar de'i nyin mo ni don yod pa yin te	ltar_0 de_5 nyin_10 mo_15 ni_18 don_21 yod_25 ba_29 yin_32 te_36 
K10D0181_H0182:93a-14	/ sbyin pa de'ang 'bras bu dang bcas pa yin no //	sbyin_2 ba_8 de_11 'bras_18 bu_24 dang_27 'cha'_32 ba_37 yin_40 no_44 
K10D0181_H0182:93a-15	tshul khrims sam /	tshul_0 khrims_6 sam_13 
K10D0181_H0182:93a-16	bzod pa'am /	bzod_0 ba_5 
K10D0181_H0182:93a-17	brtson 'grus sam; bsam gtan rnams sam /	brtson_0 'grus_7 sam;_13 bsam_18 gtan_23 rnams_28 sam_34 
K10D0181_H0182:93a-18	shes rab gang yang rung ba sgom pa de'ang 'bras bu dang bcas pa yin no //	shes_0 rab_5 gang_9 yang_14 rung_19 ba_24 sgom_27 ba_32 de_35 'bras_42 bu_48 dang_51 'cha'_56 ba_61 yin_64 no_68 
K10D0181_H0182:93a-19	smras pa /	smras_0 ba_6 
K10D0181_H0182:93a-20	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:93a-21	byang chub sems dpa'i bzod pa gang yin pa dang /	byang_0 chub_6 sems_11 dpa_16 bzod_22 ba_27 gang_30 yin_35 ba_39 dang_42 
K10D0181_H0182:93a-22	dgra bcom pa zag pa zad pa'i bzod pa gang	dgra_0 'joms_5 ba_10 zag_13 ba_17 zad_20 ba_24 bzod_29 ba_34 gang_37 
K10D0181_H0182:93a-23	yin pa'i bzod pa 'di gnyis la khyad par ni	yin_0 ba_4 bzod_9 ba_14 'di_17 gnyis_21 la_27 khyad_30 ba_36 ni_40 
K10D0181_H0182:93a-24	ci yod / tha dad du dbye ba ni gang yin /	ci_0 yod_3 tha_9 dad_13 du_17 'byed_20 ba_25 ni_28 gang_31 yin_36 
K10D0181_H0182:93a-25	smras pa /	smras_0 ba_6 
K10D0181_H0182:93a-26	tshe dang ldan pa sh'a radva ti'i bu /	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 bu_34 
K10D0181_H0182:93a-27	ri rab dang yungs 'bru la /	ri_0 rab_3 dang_7 yungs_12 'bru_18 la_23 
K10D0181_H0182:93a-28	'di lta ste /	'di_0 lta_4 ste_8 
K10D0181_H0182:93a-29	che chung dang /	che_0 chung_4 dang_10 
K10D0181_H0182:93a-30	mtho dma' dang /	mtho_0 dma'_5 dang_10 
K10D0181_H0182:93a-31	lci yang gi khyad par ni ci yod /	lci_0 yang_4 gi_9 khyad_12 ba_18 ni_22 ci_25 yod_28 
K10D0181_H0182:93a-32	tha dad du dbye ba ni gang yin /	tha_0 dad_4 du_8 'byed_11 ba_16 ni_19 gang_22 yin_27 
K10D0181_H0182:93a-33	smras pa /	smras_0 ba_6 
K10D0181_H0182:93a-34	tshe dang ldan pa gang po /	tshe_0 dang_5 ldan_10 ba_15 gang_18 po_23 
K10D0181_H0182:93a-35	ri'i rgyal po ri rab dang /	ri_0 rgyal_5 po_11 ri_14 rab_17 dang_21 
K10D0181_H0182:93a-36	yungs 'bru ni /	yungs_0 'bru_6 ni_11 
K10D0181_H0182:93a-37	'di lta ste /	'di_0 lta_4 ste_8 
K10D0181_H0182:93a-38	che chung dang /	che_0 chung_4 dang_10 
K10D0181_H0182:93a-39	mtho dma' dang /	mtho_0 dma'_5 dang_10 
K10D0181_H0182:93a-40	lci yang gi khyad par dpag tu med de /	lci_0 yang_4 gi_9 khyad_12 ba_18 dpog_22 tu_27 med_30 de_34 
K10D0181_H0182:93a-41	tha dad du dbye ba dpag tu med do //	tha_0 dad_4 du_8 'byed_11 ba_16 dpog_19 tu_24 med_27 do_31 
K10D0181_H0182:93a-42	smras pa /	smras_0 ba_6 
K10D0181_H0182:93a-43	tshe dang ldan pa sh'a radva ti'i bu /	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 bu_34 
K10D0181_H0182:93b-0	de de @93b bzhin te /	de_0 de_3 bzhin_11 te_17 
K10D0181_H0182:93b-1	byang chub sems dpa'i bzod pa dang /	byang_0 chub_6 sems_11 dpa_16 bzod_22 ba_27 dang_30 
K10D0181_H0182:93b-2	nyan thos kyis bzod pa ni khyad par dpag tu med cing /	nyan_0 thos_5 kyis_10 bzod_15 ba_20 ni_23 khyad_26 ba_32 dpog_36 tu_41 med_44 cing_48 
K10D0181_H0182:93b-3	tha dad du dbye ba dpag tu med do //	tha_0 dad_4 du_8 'byed_11 ba_16 dpog_19 tu_24 med_27 do_31 
K10D0181_H0182:93b-4	tshe dang ldan pa sh'a radva ti'i bu /	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 bu_34 
K10D0181_H0182:93b-5	dper na /	dper_0 na_5 
K10D0181_H0182:93b-6	rgya mtsho chen po'i chu dang /	rgya_0 mtsho_5 chen_11 po_16 chu_21 dang_25 
K10D0181_H0182:93b-7	rgya mtsho chen po'i chu las skra'i rtse mo'i khyon	rgya_0 mtsho_5 chen_11 po_16 chu_21 las_25 skra_29 rtse_36 mo_41 khyon_46 
K10D0181_H0182:93b-8	gyis chu'i thigs pa gcig blangs pa gang yin pa	gyis_0 chu_5 thigs_11 ba_17 gcig_20 blangs_25 ba_32 gang_35 yin_40 ba_44 
K10D0181_H0182:93b-9	de la ches mang ba'am /	de_0 la_3 ches_6 mang_11 ba_16 
K10D0181_H0182:93b-10	ches dpag tu med pa gang yin /	ches_0 dpog_5 tu_10 med_13 ba_17 gang_20 yin_25 
K10D0181_H0182:93b-11	smras pa /	smras_0 ba_6 
K10D0181_H0182:93b-12	rgya mtsho chen po'i chu la ni skra'i rtse mo'i	rgya_0 mtsho_5 chen_11 po_16 chu_21 la_25 ni_28 skra_31 rtse_38 mo_43 
K10D0181_H0182:93b-13	khyon gyis blangs pa'i chu'i thigs pa gcig gis brgya'i	khyon_0 gyis_6 blangs_11 ba_18 chu_23 thigs_29 ba_35 gcig_38 gis_43 brgya_47 
K10D0181_H0182:93b-14	char yang nye bar mi 'gro ba nas /	char_0 yang_5 nye_10 ba_14 mi_18 'gro_21 ba_26 nas_29 
K10D0181_H0182:93b-15	rgyu'i bar du'ang nye bar mi 'gro'o //	rgyu_0 ba_7 du_11 nye_18 ba_22 mi_26 'gro_29 
K10D0181_H0182:93b-16	smras pa /	smras_0 ba_6 
K10D0181_H0182:93b-17	tshe dang ldan pa sh'a radva ti'i bu /	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 bu_34 
K10D0181_H0182:93b-18	de bzhin du byang chub sems dpa'i bzod pa la nyan thos kyi bzod pas /	de_0 bzhin_3 du_9 byang_12 chub_18 sems_23 dpa_28 bzod_34 ba_39 la_42 nyan_45 thos_50 kyi_55 bzod_59 ba_64 
K10D0181_H0182:93b-19	brgya'i char yang nye bar mi 'gro'o //	brgya_0 char_8 yang_13 nye_18 ba_22 mi_26 'gro_29 
K10D0181_H0182:93b-20	stong gi cha dang /	stong_0 gi_6 cha_9 dang_13 
K10D0181_H0182:93b-21	'bum gyi cha dang /	'bum_0 gyi_5 cha_9 dang_13 
K10D0181_H0182:93b-22	bye ba 'bum gyi cha dang /	'bye_0 ba_4 'bum_7 gyi_12 cha_16 dang_20 
K10D0181_H0182:93b-23	grangs dang /	grangs_0 dang_7 
K10D0181_H0182:93b-24	cha dang /	cha_0 dang_4 
K10D0181_H0182:93b-25	bgrang ba dang /	bgrong_0 ba_7 dang_10 
K10D0181_H0182:93b-26	dpe dang /	dpe_0 dang_4 
K10D0181_H0182:93b-27	rgyur yang nye bar mi 'gro'o //	rgyur_0 yang_6 nye_11 ba_15 mi_19 'gro_22 
K10D0181_H0182:93b-28	de nas bcom ldan 'das kyis tshe dang ldan pa byams ma'i bu gang po la bka' stsal pa /	de_0 nas_3 'joms_7 ldan_12 'da'_17 kyis_22 tshe_27 dang_32 ldan_37 ba_42 byams_45 ma_51 bu_56 gang_59 po_64 la_67 bka'_70 stsal_75 ba_81 
K10D0181_H0182:93b-29	gang po /	gang_0 po_5 
K10D0181_H0182:93b-30	'di ltar khyod sangs rgyas kyi mthus /	'di_0 ltar_4 khyod_9 sangs_15 rgya_21 kyi_27 mthus_31 
K10D0181_H0182:93b-31	byang chub sems dpa' sems dpa' chen po rnams kyi	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 rnams_39 kyi_45 
K10D0181_H0182:93b-32	bzod pa'i pha rol tu phyin pa 'di la spobs	bzod_0 ba_5 pha_10 rol_14 tu_18 phyin_21 ba_27 'di_30 la_34 spobs_37 
K10D0181_H0182:93b-33	par byas pa legs so //	ba_0 byed_4 ba_9 legs_12 so_17 
K10D0181_H0182:93b-34	legs so //	legs_0 so_5 
K10D0181_H0182:93b-35	gang po /	gang_0 po_5 
K10D0181_H0182:93b-36	'di byang chub sems dpa' sems dpa' chen po'i bzod	'di_0 byang_4 chub_10 sems_15 dpa'_20 sems_25 dpa'_30 chen_35 po_40 bzod_45 
K10D0181_H0182:93b-37	pa'i tshad 'dzin par 'dod pa gang yin pa de	ba_0 tshad_5 'dzin_11 ba_17 'dod_21 ba_26 gang_29 yin_34 ba_38 de_41 
K10D0181_H0182:93b-38	ni de bzhin gshegs pa'i bzod pa la tshad 'dzin	ni_0 de_3 bzhin_6 gshegs_12 ba_19 bzod_24 ba_29 la_32 tshad_35 'dzin_41 
K10D0181_H0182:94a-0	par 'dod cing rab tu @94a *//	ba_0 'dod_4 cing_9 rab_14 tu_18 
K10D0181_H0182:94a-1	rnam par dbye bar sems su zad do //	rnam_0 ba_5 'byed_9 ba_14 sems_18 su_23 zad_26 do_30 
K10D0181_H0182:94a-2	de ci'i phyir zhe na /	de_0 ci_3 phyir_8 zhe_14 na_18 
K10D0181_H0182:94a-3	gang po /	gang_0 po_5 
K10D0181_H0182:94a-4	'di ltar byang chub sems dpa' sems dpa' chen po	'di_0 ltar_4 byang_9 chub_15 sems_20 dpa'_25 sems_30 dpa'_35 chen_40 po_45 
K10D0181_H0182:94a-5	rnams ni bzod pa dpag tu med pa dang ldan	rnams_0 ni_6 bzod_9 ba_14 dpog_17 tu_22 med_25 ba_29 dang_32 ldan_37 
K10D0181_H0182:94a-6	pa yin pa'i phyir ro //	ba_0 yin_3 ba_7 phyir_12 ro_18 
K10D0181_H0182:94a-7	bcom ldan 'das kyis de skad ces bka' stsal nas /	'joms_0 ldan_5 'da'_10 kyis_15 de_20 skad_23 ces_28 bka'_32 stsal_37 nas_43 
K10D0181_H0182:94a-8	tshe dang ldan pa sh'a radva ti'i bu dang /	tshe_0 dang_5 ldan_10 ba_15 sh_18 radva_23 ti_29 bu_34 dang_37 
K10D0181_H0182:94a-9	byams ma'i bu gang po dang /	byams_0 ma_6 bu_11 gang_14 po_19 dang_22 
K10D0181_H0182:94a-10	nyan thos chen po de dag dang /	nyan_0 thos_5 chen_10 po_15 de_18 'dag_21 dang_25 
K10D0181_H0182:94a-11	byang chub sems dpa' sems dpa' chen po phyogs bcu nas lhags pa de dag dang /	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 phyogs_39 'chu_46 nas_50 lhags_54 ba_60 de_63 'dag_66 dang_70 
K10D0181_H0182:94a-12	lha dang /	lha_0 dang_4 
K10D0181_H0182:94a-13	mi dang /	mi_0 dang_3 
K10D0181_H0182:94a-14	lha ma yin dang /	lha_0 ma_4 yin_7 dang_11 
K10D0181_H0182:94a-15	dri zar bcas pa'i 'jig rten yi rangs te /	'dri_0 zar_4 'cha'_8 ba_13 'jig_18 rten_23 yi_28 rangs_31 te_37 
K10D0181_H0182:94a-16	bcom ldan 'das kyis gsungs pa la mngon par bstod do //	'joms_0 ldan_5 'da'_10 kyis_15 gsungs_20 ba_27 la_30 mngon_33 ba_39 bstod_43 do_49 
K10D0181_H0182:94a-17	bzod pa'i pha rol tu phyin pa las /	bzod_0 ba_5 pha_10 rol_14 tu_18 phyin_21 ba_27 las_30 
K10D0181_H0182:94a-18	le'u gsum pa ste rdzogs so ////	le_0 gsum_5 ba_10 ste_13 rdzogs_17 so_24 
K10D0181_H0182:94a-19	'di skad bdag gis thos pa dus gcig na; bcom	'di_0 skad_4 bdag_9 gis_14 thos_18 ba_23 dus_26 gcig_30 na;_35 'joms_39 
K10D0181_H0182:94a-20	ldan 'das mnyan yod na rgyal bu rgyal byed kyi	ldan_0 'da'_5 nyan_10 yod_16 na_20 rgyal_23 bu_29 rgyal_32 byed_38 kyi_43 
K10D0181_H0182:94a-21	tshal mgon med zas sbyin gyi kun dga' rab na	tshal_0 mgon_6 med_11 zas_15 sbyin_19 gyi_25 kun_29 dga'_33 rab_38 na_42 
K10D0181_H0182:94a-22	/ dge slong stong nyis brgya lnga bcu'i dge slong	dge_2 slong_6 stong_12 nyis_18 brgya_23 lnga_29 'chu_34 dge_40 slong_44 
K10D0181_H0182:94a-23	gi dge 'dun chen po dang thabs gcig tu bzhugs	gi_0 dge_3 'dun_7 chen_12 po_17 dang_20 thabs_25 gcig_31 tu_36 bzhugs_39 
K10D0181_H0182:94a-24	/ te / de nas bcom ldan 'das la tshe	te_2 de_7 nas_10 'joms_14 ldan_19 'da'_24 la_29 tshe_32 
K10D0181_H0182:94a-25	dang ldan pa byams ma'i bu gang pos 'di skad	dang_0 ldan_5 ba_10 byams_13 ma_19 bu_24 gang_27 pos_32 'di_36 skad_40 
K10D0181_H0182:94a-26	/ te / ces gsol to // bcom ldan 'das /	te_2 ces_7 gsol_11 to_16 'joms_22 ldan_27 'da'_32 
K10D0181_H0182:94a-27	byang chub sems dpa' sems dpa' chen po bla na	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 bla_39 na_43 
K10D0181_H0182:94a-28	med pa yang dag par rdzogs pa'i byang chub mngon	med_0 ba_4 yang_7 'dag_12 ba_16 rdzogs_20 ba_27 byang_32 chub_38 mngon_43 
K10D0181_H0182:94a-29	par rdzogs par 'tshang rgya bar 'tshal bas ji tsam	ba_0 rdzogs_4 ba_11 'tshang_15 rgya_23 ba_28 'tshal_32 ba_39 ji_43 tsam_46 
K10D0181_H0182:94a-30	gyis na brtson 'grus kyi pha rol tu phyin pa	gyis_0 na_5 brtson_8 'grus_15 kyi_21 pha_25 rol_29 tu_33 phyin_36 ba_42 
K10D0181_H0182:94a-31	la gnas pa lags /	la_0 gnas_3 ba_8 lags_11 
K10D0181_H0182:94b-0	@94b de skad ces gsol pa dang /	de_5 skad_8 ces_13 gsol_17 ba_22 dang_25 
K10D0181_H0182:94b-1	bcom ldan 'das kyis tshe dang ldan pa byams ma'i	'joms_0 ldan_5 'da'_10 kyis_15 tshe_20 dang_25 ldan_30 ba_35 byams_38 ma_44 
K10D0181_H0182:94b-2	bu gang po la 'di skad ces bka' stsal to	bu_0 gang_3 po_8 la_11 'di_14 skad_18 ces_23 bka'_27 stsal_32 to_38 
K10D0181_H0182:94b-3	// gang po /	gang_3 po_8 
K10D0181_H0182:94b-4	'di la byang chub sems dpa' sems dpa' chen po	'di_0 la_4 byang_7 chub_13 sems_18 dpa'_23 sems_28 dpa'_33 chen_38 po_43 
K10D0181_H0182:94b-5	bla na med pa yang dag par rdzogs pa'i byang	bla_0 na_4 med_7 ba_11 yang_14 'dag_19 ba_23 rdzogs_27 ba_34 byang_39 
K10D0181_H0182:94b-6	chub mngon par rdzogs par 'tshang rgya bar 'dod pa	chub_0 mngon_5 ba_11 rdzogs_15 ba_22 'tshang_26 rgya_34 ba_39 'dod_43 ba_48 
K10D0181_H0182:94b-7	theg pa la gsar du zhugs pas dang po sems	theg_0 ba_5 la_8 gsar_11 du_16 'jug_19 ba_25 dang_29 po_34 sems_37 
K10D0181_H0182:94b-8	bskyed pa nas bzung ste /	skyed_0 ba_7 nas_10 bzung_14 ste_20 
K10D0181_H0182:94b-9	'di ltar bdag gi lus 'di dang /	'di_0 ltar_4 bdag_9 gi_14 lus_17 'di_21 dang_25 
K10D0181_H0182:94b-10	bdag gi khog pa 'dis gzhan gyi bya ba rnams dang /	bdag_0 gi_5 khog_8 ba_13 'dis_16 gzhan_21 gyi_27 byed_31 ba_35 rnams_38 dang_44 
K10D0181_H0182:94b-11	gzhan gyi yo byad rnams la thog mar 'gro bar bya'o //	gzhan_0 gyi_6 yo_10 byad_13 rnams_18 la_24 thogs_27 mar_32 'gro_36 ba_41 byed_45 
K10D0181_H0182:94b-12	bdag gis sems can de dag gi bsam pa yongs su rdzogs par bya ste /	bdag_0 gis_5 sems_9 can_14 de_18 'dag_21 gi_25 bsam_28 ba_33 yongs_36 su_42 rdzogs_45 ba_52 byed_56 ste_60 
K10D0181_H0182:94b-13	dper na /	dper_0 na_5 
K10D0181_H0182:94b-14	bran mo chu chun bzhin du bdag gis bya'o snyam du sems bskyed par bya'o //	bran_0 mo_5 chu_8 'chun_12 bzhin_17 du_23 bdag_26 gis_31 byed_35 snyam_41 du_47 sems_50 skyed_55 ba_62 byed_66 
K10D0181_H0182:94b-15	dper na /	dper_0 na_5 
K10D0181_H0182:94b-16	bran mo chu chun ni 'di ltar bdag gi rang dgar 'dug pa'am /	bran_0 mo_5 chu_8 'chun_12 ni_17 'di_20 ltar_24 bdag_29 gi_34 rang_37 dgar_42 'dug_47 ba_52 
K10D0181_H0182:94b-17	nyal bar mi bya'o //	nyal_0 ba_5 mi_9 byed_12 
K10D0181_H0182:94b-18	gal te bdag khyim nas tshong 'dus su 'gro ba na rje bo dang /	gal_0 te_4 bdag_7 khyim_12 nas_18 tshong_22 'du_29 su_34 'gro_37 ba_42 na_45 rje_48 'bo_52 dang_55 
K10D0181_H0182:94b-19	rje mo de nyid la zhus te 'gro bar bya'o //	rje_0 mo_4 de_7 nyid_10 la_15 zhus_18 te_23 'gro_26 ba_31 byed_35 
K10D0181_H0182:94b-20	bza' ba'am /	bza'_0 ba_5 
K10D0181_H0182:94b-21	bca' ba de'ang gang gi tshe /	'chos_0 ba_5 de_8 gang_15 gi_20 tshe_23 
K10D0181_H0182:94b-22	bdag la gnang bar gyur na de'i tshe bdag gis phyis bza' bar bya ste /	bdag_0 la_5 gnang_8 ba_14 gyur_18 na_23 de_26 tshe_31 bdag_36 gis_41 'byid_45 bza'_51 ba_56 byed_60 ste_64 
K10D0181_H0182:94b-23	bdag gis rje bo'i dbang du gnas par bya'o snyam pa de bzhin du /	bdag_0 gis_5 rje_9 'bo_13 dbang_18 du_24 gnas_27 ba_32 byed_36 snyam_42 ba_48 de_51 bzhin_54 du_60 
K10D0181_H0182:94b-24	gang po /	gang_0 po_5 
K10D0181_H0182:94b-25	byang chub sems dpa' sems dpa' chen po bla na	byang_0 chub_6 sems_11 dpa'_16 sems_21 dpa'_26 chen_31 po_36 bla_39 na_43 
K10D0181_H0182:94b-26	med pa yang dag par rdzogs pa'i byang chub mngon	med_0 ba_4 yang_7 'dag_12 ba_16 rdzogs_20 ba_27 byang_32 chub_38 mngon_43 
K10D0181_H0182:94b-27	par rdzogs par 'tshang rgya bar 'dod pas 'di ltar	ba_0 rdzogs_4 ba_11 'tshang_15 rgya_23 ba_28 'dod_32 ba_37 'di_41 ltar_45 
K10D0181_H0182:94b-28	bdag gi lus la bdag mi dbang ste /	bdag_0 gi_5 lus_8 la_12 bdag_15 mi_20 dbang_23 ste_29 
K10D0181_H0182:94b-29	gzhan gyi bya ba rnams dang /	gzhan_0 gyi_6 byed_10 ba_14 rnams_17 dang_23 
K10D0181_H0182:95a-0	gzhan gyi @95a *//	gzhan_0 gyi_6 
K10D0181_H0182:95a-1	yo byad rnams la bdag gis phan thogs par bya'o snyam du sems bskyed bar bya ste /	yo_0 byad_3 rnams_8 la_14 bdag_17 gis_22 phan_26 thogs_31 ba_37 byed_41 snyam_47 du_53 sems_56 skyed_61 ba_68 byed_72 ste_76 
K10D0181_H0182:95a-2	gang po /	gang_0 po_5 
K10D0181_H0182:95a-3	de ltar byang chub sems dpa' sems dpa' chen pos	de_0 ltar_3 byang_8 chub_14 sems_19 dpa'_24 sems_29 dpa'_34 chen_39 pos_44 
K10D0181_H0182:95a-4	brtson 'grus kyi pha rol tu phyin pa dang mi	brtson_0 'grus_7 kyi_13 pha_17 rol_21 tu_25 phyin_28 ba_34 dang_37 mi_42 
K10D0181_H0182:95a-5	'bral bar bya'o // de ltar brtson 'grus kyi pha rol tu phyin pa la gnas par yang bya'o //	'bral_0 ba_6 byed_10 de_19 ltar_22 brtson_27 'grus_34 kyi_40 pha_44 rol_48 tu_52 phyin_55 ba_61 la_64 gnas_67 ba_72 yang_76 byed_81 
